Name,RA,DEC,GLON,GLAT,r50,n07,pmRA,e_pmRA,pmDE,e_pmDE,plx,e_plx,Flag,Age,A,D_m,D_pc,X,Y,Z,Rgc
Collinder_463,27.031,71.738,127.391,9.358,0.608,404,-1.715,0.124,-0.307,0.148,1.137,0.042,NN,8.06,0.79,9.65,849,-508,665,138,8874
NGC_609,24.102,64.54,127.743,2.089,0.026,226,-0.673,0.116,-0.072,0.117,0.144,0.081,manual,8.35,3.11,13.5,5023,-3072,3969,183,12083
UBC_40,22.643,60.245,127.773,-2.258,0.043,27,-1.082,0.029,-0.556,0.041,0.402,0.021,NN,7.9,1.03,11.95,2451,-1500,1935,-96,10028
FSR_0551,24.938,64.878,128.034,2.486,0.095,44,0.112,0.144,-1.422,0.163,1.063,0.052,NN,7.13,1.06,9.95,976,-601,768,42,8974
NGC_581,23.339,60.659,128.047,-1.796,0.062,131,-1.384,0.071,-0.497,0.08,0.373,0.038,NN,7.44,1.09,11.99,2502,-1541,1969,-78,10075
Gulliver_16,23.433,60.751,128.078,-1.697,0.046,43,-1.249,0.058,-0.614,0.083,0.208,0.065,NN,8.15,1.39,13.45,4886,-3012,3845,-144,11986
UBC_41,23.255,59.797,128.146,-2.653,0.049,47,-0.787,0.078,-0.708,0.1,0.384,0.034,NN,7.81,1.17,11.99,2504,-1545,1967,-115,10078
UBC_186,23.711,60.658,128.205,-1.778,0.291,533,-1.326,0.129,-0.462,0.103,0.338,0.041,NN,7.37,1.08,12.01,2528,-1563,1986,-78,10100
Trumpler_1,23.915,61.283,128.219,-1.134,0.031,53,-1.598,0.066,-0.541,0.06,0.348,0.035,NN,7.46,1.63,12.22,2773,-1715,2178,-54,10289
FSR_0553,25.226,64.521,128.222,2.158,0.046,39,-3.243,0.093,0.086,0.145,0.306,0.065,NN,9.53,1.12,12.37,2974,-1839,2335,112,10443
NGC_637,25.775,64.038,128.55,1.731,0.03,68,-1.204,0.081,0.026,0.079,0.338,0.032,NN,7.58,1.67,11.99,2503,-1559,1956,75,10091
UBC_602,24.555,60.72,128.627,-1.639,0.032,3,-1.042,0.169,-0.275,0.06,0.302,0.022,notEnoughStars,---,---,---,---,---,---,---,---
NGC_654,26.008,61.883,129.086,-0.359,0.053,329,-1.086,0.101,-0.265,0.12,0.313,0.05,NN,6.99,2.29,12.47,3125,-1970,2425,-19,10591
Berkeley_5,26.928,62.935,129.282,0.759,0.019,30,-1.61,0.151,0.764,0.227,0.088,0.133,NN,9.06,3.46,14.25,7079,-4481,5479,93,13943
NGC_659,26.108,60.679,129.378,-1.528,0.064,138,-0.796,0.06,-0.257,0.09,0.287,0.046,NN,7.19,1.86,12.6,3317,-2103,2563,-88,10753
FSR_0558,30.191,67.799,129.428,5.806,0.088,50,-1.024,0.094,0.794,0.09,0.314,0.057,NN,8.73,2.52,12.32,2911,-1839,2237,294,10422
NGC_663,26.586,61.212,129.494,-0.958,0.15,468,-1.11,0.074,-0.235,0.083,0.32,0.036,NN,7.47,2.18,12.35,2950,-1876,2276,-49,10466
COIN-Gaia_4,26.129,58.756,129.782,-3.408,0.107,42,-0.948,0.074,-1,0.081,0.45,0.028,NN,7.73,1.65,11.72,2205,-1408,1692,-131,9894
COIN-Gaia_32,28.194,63.066,129.813,1.016,0.139,17,0.053,0.065,-2.195,0.048,0.775,0.03,NN,8.56,0.82,10.48,1248,-799,959,22,9189
IC_166,28.094,61.857,130.052,-0.169,0.06,699,-1.439,0.122,1.126,0.144,0.175,0.08,NN,9.12,2.47,13.62,5285,-3401,4045,-15,12418
Berkeley_6,27.803,61.061,130.101,-0.976,0.044,66,-0.857,0.076,-0.485,0.094,0.31,0.05,NN,8.35,1.8,12.42,3051,-1965,2333,-51,10566
Berkeley_7,28.546,62.366,130.136,0.375,0.045,89,-0.993,0.102,-0.13,0.111,0.337,0.065,NN,7.53,1.92,12.28,2863,-1845,2189,18,10418
UBC_414,28.513,61.992,130.229,0.028,0.141,29,-1.057,0.105,-0.28,0.061,0.31,0.017,NN,7.47,1.53,12.33,2929,-1892,2236,1,10473
ASCC_6,26.846,57.722,130.369,-4.34,0.188,111,-0.838,0.11,0.211,0.099,0.621,0.041,NN,7.54,0.72,11.01,1590,-1027,1208,-120,9444
UBC_187,37.868,72.346,130.407,10.972,0.214,42,-1.664,0.131,-1.747,0.213,1.076,0.028,manual,7.25,1,9.67,859,-546,642,163,8909
Gulliver_51,30.335,63.801,130.555,1.968,0.075,39,-4.892,0.097,-0.149,0.079,0.647,0.026,NN,8.56,1.42,10.93,1536,-998,1166,52,9410
Czernik_5,28.927,61.355,130.557,-0.562,0.036,52,-2.02,0.082,0.476,0.112,0.229,0.07,NN,8.13,3.22,13.09,4146,-2695,3149,-40,11476
COIN-Gaia_5,27.408,58.078,130.583,-3.927,0.224,21,-2.774,0.171,-0.511,0.096,1.063,0.081,NN,8.04,0.45,9.8,912,-592,691,-62,8959
UPK_265,31.915,65.449,130.719,3.751,0.34,46,-0.518,0.114,-0.412,0.121,1.131,0.051,NN,7.94,1.36,9.75,889,-579,672,58,8944
Stock_5,31.119,64.365,130.731,2.605,0.193,101,-0.729,0.14,-2.069,0.122,1.013,0.047,NN,8.12,1.21,9.95,975,-636,738,44,9006
COIN-Gaia_6,28.101,58.636,130.809,-3.3,0.077,83,-2.355,0.107,-0.49,0.141,0.277,0.061,NN,8.68,1.18,12.57,3259,-2126,2463,-187,10752
Czernik_6,30.543,62.838,130.904,1.066,0.053,20,-1.129,0.077,-0.127,0.093,0.353,0.046,NN,7.45,1,12.03,2541,-1663,1920,47,10186
UBC_603,26.858,54.711,130.999,-7.262,0.231,48,-0.844,0.25,-1.261,0.103,0.275,0.021,NN,7.63,0.41,12.3,2887,-1878,2161,-364,10445
UBC_604,32.546,65.42,131.014,3.78,0.13,29,-0.728,0.094,0.486,0.083,0.327,0.024,NN,7.19,2.6,12.39,3000,-1964,2258,197,10549
Stock_4,28.039,57.055,131.148,-4.845,0.163,44,-1.115,0.141,0.341,0.12,0.729,0.058,NN,7.85,0.56,10.61,1322,-866,992,-111,9260
COIN-Gaia_33,30.276,61.475,131.15,-0.28,0.05,14,-1.307,0.03,-0.071,0.066,0.123,0.038,notEnoughStars,---,---,---,---,---,---,---,---
NGC_743,29.614,60.13,131.19,-1.663,0.123,52,-0.03,0.102,-1.708,0.112,0.881,0.032,NN,8,1.4,10.34,1169,-769,879,-33,9151
SAI_16,31.366,62.265,131.427,0.62,0.06,24,-0.725,0.073,-0.305,0.121,0.157,0.065,NN,9,2.68,13.45,4893,-3237,3668,52,12144
UBC_415,42.54,72.914,131.489,12.034,0.12,17,-1.301,0.091,-1.626,0.175,1.096,0.043,NN,7.37,1.06,9.59,829,-537,607,172,8898
COIN-Gaia_34,31.231,61.776,131.504,0.133,0.183,34,-2.231,0.157,0.866,0.093,1.006,0.058,NN,8.34,1.19,10.05,1022,-677,765,2,9049
UBC_188,27.466,53.9,131.559,-7.983,0.142,69,-0.866,0.252,-1.557,0.189,0.335,0.033,NN,7.42,0.33,12.29,2872,-1887,2128,-398,10446
UBC_416,33.296,63.856,131.781,2.402,0.035,22,-1.24,0.08,-0.842,0.114,0.336,0.035,NN,8.43,2.13,12.27,2846,-1895,2121,119,10452
Berkeley_64,35.428,65.888,131.982,4.613,0.044,41,-0.511,0.073,0.998,0.076,0.159,0.065,NN,9.09,2.28,13.4,4775,-3184,3538,384,12055
Gaia_2,28.136,53.058,132.15,-8.716,0.031,6,-1.181,0.162,1.299,0.109,0.099,0.077,Koposov17,9.9,0.5,13.65,5370,-3562,3935,-813,12536
Riddle_4,31.862,60.26,132.23,-1.232,0.037,41,-0.757,0.095,-0.451,0.126,0.339,0.06,NN,7.43,3.01,12.44,3073,-2065,2275,-66,10651
NGC_744,29.652,55.473,132.412,-6.158,0.074,65,-1.864,0.1,-1.79,0.134,0.729,0.036,NN,8.13,0.84,10.69,1373,-920,1008,-147,9315
UBC_417,29.214,54.43,132.447,-7.239,0.084,31,-0.764,0.155,-1.473,0.139,0.489,0.04,NN,7.79,0.38,11.61,2095,-1403,1533,-264,9863
Berkeley_63,34.858,63.718,132.488,2.491,0.041,47,-0.958,0.067,0.203,0.089,0.172,0.04,NN,7.26,2.52,13.67,5412,-3652,3987,235,12638
NGC_886,35.898,63.8,132.893,2.725,0.34,153,3.186,0.099,-3.97,0.111,0.954,0.037,NN,8.91,0.78,10.05,1021,-694,747,48,9065
COIN-Gaia_35,33.472,60.039,133.06,-1.201,0.043,10,-0.526,0.066,-0.396,0.084,0.341,0.04,notEnoughStars,---,---,---,---,---,---,---,---
Stock_2,33.856,59.522,133.407,-1.63,1.03,1178,15.966,0.65,-13.627,0.591,2.641,0.076,manual,8.6,0.5,8.01,399,-274,290,-11,8619
UBC_44,31.11,54.359,133.527,-7.004,0.066,47,-2.215,0.14,-0.212,0.154,0.36,0.036,NN,8.91,0.51,12.19,2737,-1871,1969,-333,10399
UBC_86,33.033,57.619,133.596,-3.573,0.12,71,-0.847,0.137,-0.974,0.11,0.343,0.038,NN,7.64,1.16,12.03,2544,-1751,1839,-158,10257
UBC_418,34.671,59.832,133.673,-1.206,0.274,169,-0.613,0.153,-0.464,0.115,0.358,0.042,NN,7.36,1.96,12.38,2988,-2063,2161,-62,10625
COIN-Gaia_7,33.738,58.466,133.686,-2.651,0.152,31,-1.043,0.101,-1.548,0.085,0.648,0.047,NN,7.76,1.36,10.86,1485,-1025,1073,-68,9426
UBC_419,34.694,58.924,134.003,-2.044,0.171,68,-0.921,0.086,-0.586,0.102,0.395,0.02,NN,8.3,1.22,11.85,2346,-1628,1686,-83,10110
UBC_46,33.672,57.318,134.018,-3.751,0.144,65,-0.824,0.173,-1.151,0.205,0.401,0.027,NN,8.05,1.35,12.1,2626,-1821,1884,-171,10334
SAI_17,35.218,59.188,134.173,-1.717,0.026,26,-0.123,0.227,-0.682,0.121,0.148,0.079,NN,9.07,2.49,13.91,6065,-4224,4348,-181,13295
Tombaugh_4,37.305,61.787,134.216,1.077,0.055,160,-1.057,0.139,-0.163,0.162,0.275,0.096,NN,9.2,2.69,12.77,3576,-2494,2563,67,11133
Basel_10,34.878,58.304,134.304,-2.61,0.032,8,-0.48,0.18,-0.815,0.062,0.442,0.017,NN,7.85,1.66,11.83,2327,-1623,1663,-105,10101
NGC_869,34.741,57.134,134.625,-3.737,0.136,503,-0.689,0.122,-1.082,0.122,0.399,0.042,NN,7.18,1.69,11.71,2197,-1540,1560,-143,10002
Stock_7,37.431,60.627,134.701,0.02,0.279,129,-3.496,0.162,0.484,0.229,1.441,0.053,NN,7.86,1.46,9.25,708,-498,503,0,8852
IC_1805,38.21,61.471,134.733,0.945,0.111,106,-0.702,0.134,-0.669,0.179,0.449,0.039,NN,6.88,2.22,11.47,1964,-1382,1395,32,9821
UBC_605,66.026,75.816,134.813,18.151,0.166,19,1.354,0.198,-0.77,0.452,0.332,0.06,notEnoughStars,---,---,---,---,---,---,---,---
UBC_190,37.448,59.782,135.007,-0.738,0.095,56,-0.09,0.112,-0.483,0.113,0.314,0.029,NN,7.27,2.68,12.54,3225,-2280,2280,-41,10862
NGC_884,35.584,57.149,135.052,-3.568,0.125,322,-0.628,0.117,-1.066,0.118,0.398,0.038,NN,7.25,1.72,11.64,2130,-1504,1502,-132,9958
Czernik_10,38.483,60.167,135.355,-0.208,0.023,35,-1.178,0.16,0.267,0.217,0.239,0.106,manual,8.34,3.46,13.21,4387,-3121,3083,-15,11869
UBC_47,41.996,63.789,135.378,3.77,0.051,24,1.192,0.064,-1.103,0.119,0.647,0.03,NN,8.39,2.24,10.9,1514,-1075,1061,99,9475
Czernik_9,38.393,59.883,135.423,-0.488,0.037,57,-0.912,0.154,0.272,0.195,0.3,0.063,NN,8.38,3.01,12.6,3304,-2354,2319,-28,10942
Czernik_13,41.106,62.327,135.639,2.276,0.05,85,0.585,0.094,-0.208,0.109,0.293,0.053,NN,8.38,1.83,12.72,3500,-2500,2445,139,11113
UBC_191,37.507,58,135.725,-2.389,0.169,95,-0.393,0.133,-0.947,0.101,0.392,0.026,NN,7.26,1.93,12.15,2693,-1927,1878,-112,10437
NGC_1027,40.677,61.616,135.754,1.545,0.22,377,-1.753,0.134,2.09,0.167,0.882,0.055,NN,8.29,1.01,10.26,1125,-805,785,30,9179
Czernik_8,38.24,58.764,135.779,-1.553,0.025,34,0.48,0.094,-0.721,0.138,0.332,0.042,NN,8.37,2.51,12.27,2845,-2038,1983,-77,10566
UBC_192,37.112,57.142,135.831,-3.275,0.153,78,-0.445,0.172,-1.186,0.125,0.396,0.031,NN,7.69,1.28,11.97,2479,-1775,1724,-141,10261
Berkeley_65,39.768,60.403,135.848,0.258,0.025,37,-0.7,0.059,-0.337,0.093,0.444,0.05,NN,7.99,2.49,11.79,2282,-1637,1589,10,10103
UBC_420,40.333,60.871,135.913,0.779,0.19,124,-0.639,0.157,-0.163,0.125,0.431,0.034,NN,7.81,1.65,11.81,2304,-1655,1603,31,10123
King_4,39.028,59.024,136.054,-1.155,0.052,72,-0.575,0.096,-0.084,0.136,0.378,0.051,NN,8,2.2,12.16,2706,-1948,1878,-54,10458
UPK_282,30.347,43.787,136.075,-17.291,0.18,40,-2.8,0.156,-3.227,0.19,1.209,0.102,NN,7.88,0.27,9.46,779,-536,516,-231,8891
NGC_957,38.343,57.553,136.293,-2.651,0.13,114,-0.252,0.089,-1.073,0.094,0.405,0.038,NN,7.62,1.98,12.09,2614,-1887,1804,-120,10385
UBC_421,39.836,57.802,136.908,-2.13,0.216,76,-0.127,0.112,-1.035,0.094,0.399,0.021,NN,7.53,1.68,11.96,2466,-1799,1683,-91,10278
NGC_752,29.223,37.794,136.959,-23.289,0.485,223,9.81,0.272,-11.713,0.266,2.239,0.071,NN,9.07,0.07,8.42,483,-324,303,-191,8669
UBC_422,40.546,58.171,137.09,-1.605,0.091,32,0.618,0.119,-0.693,0.124,0.367,0.025,NN,7.75,1.82,11.86,2355,-1724,1602,-65,10191
IC_1848,42.855,60.419,137.222,0.919,0.2,279,-0.372,0.164,-0.315,0.179,0.415,0.056,NN,7.2,1.75,11.9,2398,-1760,1628,38,10230
Trumpler_2,39.232,55.905,137.386,-3.977,0.323,154,1.583,0.192,-5.352,0.167,1.431,0.058,NN,8.05,0.86,9.26,710,-521,479,-49,8874
ASCC_9,41.671,57.743,137.844,-1.753,0.215,48,0.166,0.083,-1.099,0.061,0.406,0.028,NN,7.47,2.23,11.88,2376,-1760,1594,-72,10225
SAI_24,44.816,60.566,138.013,1.493,0.111,84,-0.201,0.137,0.114,0.142,0.446,0.043,NN,6.84,1.85,11.76,2248,-1670,1503,58,10123
Trumpler_3,48.004,63.218,138.014,4.54,0.276,211,-3.354,0.168,-0.112,0.126,1.461,0.056,NN,7.67,0.69,9.21,693,-514,462,54,8866
Czernik_12,39.853,54.922,138.105,-4.737,0.047,33,-0.189,0.086,0.931,0.074,0.482,0.058,NN,9.13,0.75,11.42,1919,-1423,1277,-158,9847
Berkeley_10,54.894,66.486,138.619,8.881,0.082,179,-1.47,0.07,1.047,0.106,0.372,0.054,NN,9.08,1.94,11.87,2365,-1753,1544,365,10211
Platais_3,69.976,71.28,139.221,16.068,1.723,81,3.616,1.275,-20.931,0.626,5.62,0.165,manual,8.25,0,6.25,177,-129,111,49,8470
COIN-Gaia_37,45.377,58.329,139.326,-0.341,0.845,3,0.849,0.092,-2.042,0.046,0.976,0.028,notEnoughStars,---,---,---,---,---,---,---,---
Berkeley_66,46.03,58.731,139.431,0.175,0.054,25,-0.12,0.204,-0.191,0.28,0.158,0.087,NN,9.49,3.6,13.39,4759,-3615,3095,14,12349
UBC_194,37.686,48.305,139.485,-11.345,0.101,68,0.52,0.154,-2.875,0.12,0.713,0.054,NN,8.36,0.48,10.67,1361,-1014,866,-267,9394
COIN-Gaia_8,39.048,50.013,139.64,-9.43,0.312,28,2.51,0.11,-2.499,0.11,1.359,0.039,NN,8,0.37,9.29,722,-542,461,-118,8894
SAI_25,45.109,57.307,139.688,-1.307,0.115,23,0.608,0.354,-1.205,0.263,0.372,0.1,NN,6.2,4.24,12.12,2651,-2021,1714,-60,10502
Stock_23,49.075,60.377,139.927,2.376,0.754,83,-4.261,0.207,-0.865,0.206,1.613,0.056,NN,8.04,0.61,8.98,625,-478,402,25,8827
UPK_292,56.301,64.644,140.284,7.883,0.481,29,0.296,0.268,-8.124,0.141,2.228,0.057,notEnoughStars,---,---,---,---,---,---,---,---
UBC_423,48.257,58.927,140.33,0.925,0.037,16,0.603,0.068,-0.835,0.086,0.359,0.031,NN,7.22,2.64,12.01,2518,-1938,1607,40,10403
UPK_294,60.902,66.176,140.719,10.087,0.716,34,-1.259,0.18,2.316,0.176,1.304,0.032,NN,8.24,1.52,9.55,811,-618,505,142,8972
Czernik_14,49.262,58.612,140.939,0.927,0.027,51,-0.49,0.12,-0.395,0.145,0.285,0.052,NN,8.62,3.03,12.51,3176,-2466,2001,51,10990
UPK_296,42.666,48.561,142.404,-9.754,0.808,71,1.935,0.316,-6.656,0.276,1.866,0.111,NN,8.37,0.39,8.76,565,-441,340,-95,8788
NGC_1220,47.92,53.344,143.039,-3.963,0.022,44,0.187,0.188,-0.717,0.123,0.297,0.058,NN,7.69,2.33,12.43,3064,-2443,1838,-211,10938
King_6,51.982,56.444,143.345,-0.095,0.159,227,3.864,0.219,-1.814,0.244,1.346,0.067,NN,8.31,1.34,9.38,751,-603,448,-1,8954
NGC_1502,61.954,62.332,143.671,7.657,0.081,150,-0.571,0.19,-0.848,0.189,0.916,0.054,NN,7.02,1.92,10.34,1171,-935,687,156,9300
NGC_1039,40.531,42.722,143.682,-15.646,0.403,555,0.722,0.292,-5.681,0.325,1.949,0.105,NN,8.12,0.16,8.64,534,-414,304,-144,8759
King_5,48.682,52.695,143.768,-4.281,0.091,234,-0.282,0.152,-1.2,0.127,0.367,0.058,NN,9.01,1.97,12.06,2581,-2076,1521,-192,10526
Tombaugh_5,56.984,59.07,143.944,3.599,0.17,444,0.515,0.113,-2.388,0.12,0.561,0.041,NN,8.27,2.07,11.16,1706,-1377,1002,107,9768
UBC_607,47.731,50.297,144.503,-6.635,0.066,21,-1.212,0.097,-0.31,0.086,0.197,0.019,NN,9.22,1.82,13.63,5318,-4301,3067,-614,13008
UPK_303,40.054,40.291,144.774,-18.007,0.734,20,18.197,0.169,-24.154,0.535,4.606,0.141,NN,7.9,0.05,6.57,206,-160,113,-63,8501
Czernik_15,50.781,52.223,145.105,-3.995,0.111,13,0.33,0.092,-1.046,0.092,0.321,0.043,NN,7.77,2.3,11.88,2373,-1942,1354,-165,10370
Juchert_9,58.84,58.391,145.122,3.68,0.02,34,-0.223,0.102,-0.033,0.163,0.186,0.087,NN,7.06,2.25,13.39,4770,-3905,2722,306,12544
UBC_49,60.217,59.198,145.141,4.758,0.067,47,-1.786,0.083,-1.302,0.073,0.344,0.048,NN,9.42,1.84,12.22,2774,-2268,1580,230,10726
COIN-Gaia_9,47.748,48.023,145.694,-8.585,0.265,22,-1.934,0.111,-2.81,0.119,1.119,0.064,NN,8.2,0.57,9.68,864,-706,481,-129,9059
UBC_424,50.967,51.237,145.748,-4.754,0.056,38,0.073,0.067,-1.67,0.133,0.413,0.034,NN,8.59,1.68,11.76,2251,-1854,1262,-186,10272
UPK_305,41.127,39.027,145.757,-18.84,1.597,45,2.979,0.134,-6.525,0.13,2.391,0.121,NN,8.15,0.12,8.06,408,-319,217,-132,8662
Czernik_16,52.754,52.612,145.885,-2.999,0.057,45,0.795,0.157,-2.181,0.117,0.34,0.05,NN,8.51,2.61,12.2,2751,-2274,1540,-143,10726
Berkeley_9,53.167,52.649,146.069,-2.825,0.053,142,1.493,0.162,0.037,0.137,0.513,0.085,NN,9.14,2.69,11.29,1814,-1503,1011,-89,9895
COIN-Gaia_38,51.472,51.072,146.101,-4.718,0.132,50,2.032,0.136,-6.785,0.109,0.793,0.052,NN,8.43,1.56,10.53,1274,-1054,708,-104,9420
NGC_1245,48.691,47.235,146.658,-8.927,0.109,479,0.504,0.113,-1.579,0.1,0.289,0.05,NN,9.08,0.5,12.53,3201,-2642,1738,-496,11118
NGC_1193,46.486,44.383,146.814,-12.162,0.027,215,-0.125,0.281,-0.329,0.244,0.159,0.123,NN,9.71,0.41,13.49,4988,-4081,2669,-1051,12705
NGC_1348,53.524,51.409,146.968,-3.709,0.068,75,1.288,0.142,-0.726,0.157,0.404,0.056,NN,7.62,2.55,11.9,2400,-2008,1306,-155,10430
UBC_87,60.53,56.419,147.098,2.774,0.079,36,0.791,0.096,-1.324,0.097,0.389,0.035,NN,7.62,1.71,11.98,2491,-2089,1351,120,10516
Melotte_20,51.617,48.975,147.357,-6.404,2.027,747,22.864,1.127,-25.378,1.205,5.668,0.192,NN,7.71,0.3,6.17,171,-143,91,-19,8483
IC_361,64.736,58.252,147.512,5.662,0.068,470,1.721,0.129,-1.139,0.123,0.227,0.074,NN,8.91,1.92,12.77,3576,-3002,1911,352,11502
UBC_608,61.358,55.926,147.765,2.718,0.071,48,-0.182,0.089,0.044,0.077,0.138,0.05,NN,7.31,1.95,13.66,5383,-4548,2868,255,13203
NGC_1444,57.361,52.658,148.1,-1.29,0.056,18,-0.746,0.214,-1.829,0.115,0.832,0.046,NN,6.99,1.8,10.34,1167,-991,617,-26,9351
UBC_51,59.648,52.56,149.233,-0.482,0.148,34,-0.279,0.093,-1.275,0.068,0.879,0.026,NN,7,0.79,10.11,1051,-903,537,-8,9258
Juchert_19,60.585,52.446,149.74,-0.195,0.025,21,-0.141,0.31,0.176,0.118,0.102,0.061,NN,6.91,3.33,13.83,5822,-5028,2933,-19,13687
Gulliver_25,52.011,45.152,149.761,-9.407,0.331,39,0.96,0.108,-4.089,0.103,0.711,0.049,NN,8.56,0.82,10.66,1356,-1156,673,-221,9520
King_7,59.783,51.785,149.8,-1.017,0.06,354,1.121,0.22,-1.196,0.181,0.286,0.084,NN,8.35,3.18,12.51,3171,-2740,1594,-56,11194
NGC_1496,61.111,52.668,149.833,0.182,0.044,54,1.511,0.098,-0.756,0.08,0.612,0.042,NN,8.59,1.42,11.11,1667,-1442,838,5,9817
UPK_312,68.037,56.066,150.32,5.42,0.26,29,0.179,0.059,-0.73,0.083,1.406,0.037,NN,8.68,0.54,9.29,720,-623,355,68,8970
ASCC_11,53.056,44.856,150.546,-9.224,0.312,245,0.926,0.163,-3.03,0.147,1.141,0.061,NN,8.39,0.6,9.69,867,-745,421,-139,9095
FSR_0667,61.766,51.141,151.153,-0.685,0.068,32,0.901,0.135,-3.87,0.196,0.844,0.042,NN,8.85,1.12,10.36,1182,-1035,570,-14,9392
Waterloo_1,64.682,52.863,151.279,1.799,0.065,47,0.492,0.133,-0.689,0.081,0.214,0.071,NN,7.22,2.6,13.35,4670,-4094,2243,146,12634
UBC_609,65.262,53.069,151.282,2.214,0.335,228,0.474,0.135,-0.667,0.171,0.198,0.033,NN,6.75,2.38,12.81,3645,-3194,1750,140,11666
UBC_425,59.236,48.622,151.568,-3.649,0.105,32,0.79,0.102,-1.392,0.089,0.318,0.035,NN,7.93,2.29,12.44,3069,-2693,1458,-195,11129
UBC_52,64.728,52.344,151.663,1.449,0.076,32,-0.868,0.069,0.616,0.074,0.401,0.029,NN,9.01,1.56,11.73,2215,-1949,1051,56,10342
NGC_1528,63.878,51.218,152.069,0.274,0.235,306,2.181,0.156,-2.246,0.127,0.948,0.057,NN,8.47,0.82,10.14,1067,-943,500,5,9296
UBC_426,62.5,50.103,152.216,-1.131,0.082,48,0.76,0.142,-2.207,0.09,0.349,0.026,NN,8.1,2.57,12.14,2675,-2366,1247,-52,10779
Alessi_2,71.602,55.199,152.333,6.365,0.554,159,-0.904,0.141,-1.046,0.115,1.589,0.07,NN,8.55,0.52,9.09,657,-578,303,72,8923
NGC_1513,62.47,49.504,152.589,-1.59,0.106,332,1.324,0.177,-3.679,0.161,0.651,0.057,NN,8.46,1.6,10.95,1546,-1372,711,-42,9738
UBC_53,59.821,47.395,152.68,-4.333,0.057,47,0.666,0.1,-2.965,0.108,0.6,0.037,NN,8.68,1.67,11.14,1692,-1499,774,-127,9870
UBC_88,58.17,45.969,152.733,-6.154,0.174,88,-1.421,0.178,-2.926,0.185,1.002,0.046,NN,7.72,1.05,9.89,951,-840,433,-101,9190
NGC_1545,65.202,50.221,153.366,0.145,0.29,117,-1.957,0.159,-0.082,0.126,1.367,0.065,NN,8.04,0.77,9.32,732,-654,328,1,9000
Juchert_20,62.703,46.874,154.492,-3.414,0.04,72,1.103,0.207,-1.643,0.153,0.331,0.075,NN,8.48,1.74,12.47,3115,-2806,1339,-185,11226
Berkeley_67,69.472,50.755,154.852,2.481,0.082,153,2.316,0.124,-1.374,0.085,0.415,0.067,NN,9.1,2.03,11.73,2216,-2004,941,95,10387
UBC_8,84.519,57.124,154.908,13.352,0.426,103,-3.149,0.143,-3.989,0.153,2.052,0.041,NN,8.7,0.79,8.49,497,-438,205,114,8781
NGC_1342,52.894,37.38,154.94,-15.347,0.289,327,0.52,0.233,-1.604,0.195,1.502,0.056,NN,8.91,0.71,9.18,686,-599,280,-181,8944
Berkeley_13,73.943,52.809,155.069,5.919,0.065,135,-0.078,0.141,0.558,0.108,0.208,0.098,NN,8.69,2.09,12.99,3958,-3570,1659,408,12025
NGC_1624,70.162,50.458,155.365,2.611,0.032,10,0.006,0.125,-0.456,0.13,0.145,0.056,notEnoughStars,---,---,---,---,---,---,---,---
ASCC_10,51.87,34.981,155.723,-17.77,0.558,65,-1.737,0.159,-1.368,0.143,1.459,0.1,NN,8.42,0.63,9.1,660,-573,258,-201,8917
NGC_1708,75.871,52.851,155.752,6.866,0.248,134,0.276,0.148,-1.36,0.128,1.029,0.065,NN,8.43,1.02,9.93,967,-875,394,115,9224
UBC_54,64.747,46.453,155.799,-2.748,0.178,143,3.32,0.111,-3.758,0.111,0.879,0.047,NN,8.4,0.98,10.22,1105,-1006,452,-52,9357
UPK_333,61.771,44.094,155.823,-5.823,0.412,54,2.491,0.215,-6.466,0.242,1.348,0.068,NN,8.88,0.74,9.25,706,-641,288,-71,8986
FSR_0683,77.168,53.213,155.926,7.709,0.033,20,-0.134,0.213,-0.812,0.114,0.289,0.096,NN,7.78,1.7,12.33,2926,-2647,1182,392,11050
UBC_55,66.364,46.122,156.823,-2.19,0.143,56,-1.067,0.141,-2.604,0.098,1.079,0.048,NN,7.53,1.38,9.76,896,-823,352,-34,9170
FSR_0686,66.353,46.098,156.835,-2.212,0.156,12,-1.088,0.118,-2.556,0.068,1.087,0.038,notEnoughStars,---,---,---,---,---,---,---,---
Berkeley_11,65.126,44.922,157.066,-3.65,0.038,76,1.08,0.173,-1.883,0.108,0.322,0.077,NN,7.84,2.51,12.42,3050,-2803,1186,-194,11206
UBC_427,71.783,49.035,157.143,2.474,0.072,43,0.999,0.129,-2.21,0.059,0.289,0.029,NN,8.78,1.22,12.48,3130,-2881,1214,135,11287
LP_2139,67.683,46.302,157.324,-1.406,0.198,215,0.308,0.155,-4.233,0.112,0.87,0.07,NN,8.43,1.68,10.21,1101,-1015,424,-27,9365
UBC_56,69.874,47.534,157.428,0.529,0.133,72,1.594,0.193,-4.008,0.123,1.118,0.045,NN,8.78,1.59,9.75,891,-823,342,8,9169
UBC_57,62.981,42.723,157.487,-6.306,0.054,36,3.234,0.171,-2.274,0.1,0.48,0.045,NN,9.18,1.11,11.6,2090,-1919,795,-229,10290
UBC_610,91.415,55.834,157.899,16.164,0.095,14,0.73,0.279,-1.996,0.2,0.292,0.049,notEnoughStars,---,---,---,---,---,---,---,---
UBC_428,66.793,44.67,158.064,-2.989,0.111,51,1.303,0.116,-1.37,0.073,0.269,0.045,NN,8.38,1.94,12.68,3429,-3176,1279,-178,11587
