Id,Nmem,ra,ra_sigma,dec,dec_sigma,plx,plx_sigma,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,n17,Z,age,N_rv,RV_mean,RV_std,RV_mad
CWWDL_4199,51,162.093,0.1254,-61.8566,0.0249,0.2567,0.0002,-5.1837,0.435,2.1771,0.1654,288.9575,0.0026,-2.3708,0.0014,21,-0.88,8,6,10.4068,18.0438,15.5985
CWWDL_4221,34,161.3807,0.0786,-62.3207,0.0378,0.276,0,-6.1505,0.3926,2.8293,0.0859,288.8751,0.0015,-2.9362,0.0012,20,0.27,5.48,0,,,
CWWDL_4489,64,244.4769,0.0404,-53.5217,0.026,0.3208,0.0008,-0.724,0.0159,-2.2002,0.0101,330.731,0.0005,-2.1844,0.0007,60,0.37,8.09,17,-18.9542,37.1972,19.2434
CWWDL_4491,34,269.0125,0.0173,-29.5099,0.013,0.392,0.0005,-0.1083,0.0549,-0.5456,0.026,0.6714,0.0002,-2.2488,0.0002,30,0.07,7.04,3,7.6847,45.9581,35.3782
CWWDL_4494,39,290.6104,0.0288,8.4189,0.0274,0.5745,0.0005,-1.3255,0.0159,-2.3468,0.017,43.9662,0.0006,-2.9794,0.0009,35,0.35,8.21,20,-3.2732,14.8568,8.1248
CWWDL_4495,28,292.508,0.0296,10.6518,0.0281,0.3162,0.0005,-1.6327,0.0374,-4.8023,0.0227,46.8231,0.0012,-3.5725,0.0004,20,0.27,5.7,0,,,
CWWDL_4512,34,304.1429,0.0314,29.7556,0.0385,0.5189,0.0007,-3.7252,0.0168,-5.6116,0.0155,68.8235,0.0008,-3.1041,0.0014,29,0.44,5.48,4,55.1545,51.5821,34.5588
CWWDL_4532,27,343.3115,0.0591,57.0149,0.026,0.2614,0.0006,-3.0699,0.0263,-1.0314,0.0339,107.3458,0.0011,-2.2367,0.0005,22,-0.88,8.24,2,-50.5635,4.4965,3.1795
CWWDL_4603,36,27.9489,0.3158,59.1052,0.053,0.3373,0.0002,-0.749,0.0453,-0.4786,0.0486,130.6233,0.0276,-2.8618,0.0008,20,0.35,6.74,0,,,
CWWDL_4607,30,33.9862,0.2297,57.7251,0.0511,0.4102,0.0003,-0.832,0.058,-1.0666,0.032,134.0474,0.0166,-3.3111,0.0006,26,0.2,6.45,0,,,
CWWDL_4617,43,33.7537,0.1866,58.462,0.0575,0.6771,0.0003,-1.0849,0.0348,-1.655,0.0211,133.695,0.01,-2.6522,0.0025,35,-0.4,7.58,0,,,
CWWDL_4624,22,22.4944,0.1937,59.6209,0.0193,0.3201,0.0001,-1.1887,0.0169,-0.5852,0.0485,127.7935,0.009,-2.8864,0.0005,20,0.44,7.73,1,-54.471,,0
CWWDL_4633,59,39.5659,0.3952,56.9427,0.1026,0.3315,0.001,-0.0117,0.1232,-0.9396,0.1762,137.142,0.0554,-2.9517,0.0007,30,0.44,7.82,1,7.144,,0
CWWDL_4637,28,36.9876,0.2452,57.5612,0.0724,0.36,0.0002,-0.3208,0.127,-0.8997,0.0638,135.6148,0.0205,-2.9142,0.0013,21,0.44,5.78,1,-31.417,,0
CWWDL_4657,34,56.3225,0.0653,50.7263,0.0362,0.3837,0.0008,0.7947,0.0147,-1.257,0.0069,148.7893,0.0024,-3.2058,0.0006,22,-0.28,8.15,3,-43.7163,0.5878,0.4478
CWWDL_4659,48,66.763,0.1346,44.6931,0.0919,0.3304,0.0018,1.2217,0.0338,-1.468,0.0439,158.0451,0.0165,-2.983,0.0008,37,0.3,7.85,2,-3.5775,12.7018,8.9815
CWWDL_4672,57,96.327,0.0797,8.2961,0.157,0.241,0.0002,0.0192,0.1711,-0.3235,0.2135,202.5707,0.0293,-1.9712,0.0011,33,0.4,8.21,3,40.154,21.764,15.3847
CWWDL_4703,65,106.4115,0.1026,-9.1389,0.1656,0.3462,0.0008,-1.0597,0.1373,0.8294,0.1602,222.6776,0.0363,-1.0305,0.0008,43,0.44,5.85,0,,,
CWWDL_4722,34,110.6477,0.031,-17.1647,0.0338,0.3124,0.001,-1.3424,0.0209,1.4484,0.0204,231.7008,0.001,-1.108,0.001,30,0.42,5.78,0,,,
CWWDL_4726,31,111.5717,0.0493,-20.6543,0.0626,0.3365,0.0004,-2.2742,0.107,2.9134,0.217,235.1901,0.005,-1.9883,0.0009,21,0.02,7.07,0,,,
CWWDL_4742,33,115.1024,0.0289,-24.4992,0.0553,0.2653,0.0002,-1.8878,0.1537,2.508,0.4509,240.1332,0.0032,-0.9942,0.0005,16,0.44,7.82,1,61.89,,0
CWWDL_4776,38,116.502,0.0347,-26.6286,0.0654,0.3244,0.0004,-2.1774,0.1253,2.536,0.3101,242.6089,0.0046,-0.9583,0.0005,28,0.4,7.7,0,,,
CWWDL_4783,31,118.5641,0.0831,-29.7068,0.0765,0.5488,0.0002,-2.4469,0.0072,2.1437,0.0066,246.1841,0.0078,-0.9586,0.0029,29,0.02,7.43,4,37.0015,7.2517,5.6715
CWWDL_4791,29,117.3314,0.0434,-29.3814,0.0695,0.5738,0.0004,-4.1973,0.0278,2.7808,0.0107,245.3561,0.0046,-1.714,0.0015,23,-0.58,6.53,3,53.6293,38.7049,29.7364
CWWDL_4795,33,116.2088,0.0447,-27.0336,0.0921,0.2576,0.0002,-1.8625,0.1929,3.6746,0.1661,242.8285,0.0094,-1.3875,0.0004,20,0.3,7.76,1,60.568,,0
CWWDL_4830,40,119.0338,0.0387,-32.203,0.0566,0.2742,0.0003,-2.5086,0.2347,2.839,0.3406,248.5298,0.0037,-1.9041,0.0004,24,0.4,7.7,2,67.002,4.3388,3.068
CWWDL_4841,44,121.6136,0.1018,-33.8004,0.1094,0.2924,0.0002,-2.5192,0.1602,2.8276,0.1701,251.0295,0.0181,-0.9106,0.0006,21,0.4,5.78,0,,,
CWWDL_4995,31,141.317,0.0536,-52.3457,0.0397,0.41,0.0007,-5.7457,0.042,5.3493,0.0464,274.3445,0.0017,-1.3104,0.0008,25,0.4,7.43,0,,,
CWWDL_5026,28,145.7975,0.0454,-54.3161,0.034,0.299,0.0002,-4.6656,0.2254,3.1772,0.1232,277.6484,0.0007,-0.9586,0.0011,17,-0.4,5.3,0,,,
CWWDL_5091,44,159.0025,0.0941,-60.6347,0.0471,0.42,0.0003,-7.6202,0.1145,2.6715,0.0498,287.0672,0.0032,-2.0042,0.0011,31,0.27,6.59,0,,,
CWWDL_5099,36,157.8726,0.0768,-60.0263,0.0544,0.3832,0.0002,-5.4326,0.0563,2.7853,0.0437,286.2773,0.003,-1.76,0.0013,22,0.37,7.46,1,26.811,,0
CWWDL_5121,26,157.3427,0.0968,-60.1812,0.0177,0.3649,0.0009,-5.9476,0.1968,2.9383,0.1838,286.1303,0.0022,-2.0286,0.0004,21,0.42,5.78,1,11.338,,0
CWWDL_5172,36,161.8768,0.1046,-61.4842,0.021,0.2282,0.0001,-5.5467,0.1861,2.2802,0.2431,288.6957,0.0023,-2.0864,0.0005,21,0.35,5.78,0,,,
CWWDL_5178,43,163.45,0.1222,-60.6812,0.0253,0.2905,0.0005,-7.9785,0.1341,2.6426,0.0692,289.0165,0.0037,-1.0278,0.0004,29,-0.04,7.97,4,5.1463,1.9533,1.3658
CWWDL_5186,39,164.545,0.0836,-61.3582,0.0286,0.2766,0.0001,-6.1495,0.2766,2.2549,0.2459,289.7866,0.0021,-1.4112,0.0003,20,0.42,5.48,0,,,
CWWDL_5475,33,198.1958,0.114,-64.2587,0.0265,0.4469,0.0002,-4.3992,0.0261,-0.4968,0.0185,305.2475,0.0023,-1.4831,0.0008,26,-0.28,7.88,6,-25.6112,16.6154,12.4159
CWWDL_5534,54,202.3388,0.0711,-63.9933,0.0357,0.2723,0.001,-6.5141,0.3701,-1.3959,0.1933,307.0744,0.0011,-1.427,0.0011,24,0.3,7.85,9,-30.3364,24.9106,20.8534
CWWDL_5648,64,236.5789,0.0484,-56.8054,0.0327,0.3785,0.0005,-1.7018,0.0143,-3.2199,0.0124,325.1755,0.001,-1.6859,0.0008,57,0.44,7.82,3,-0.7497,87.2336,66.9164
CWWDL_5649,24,237.5912,0.0486,-56.7483,0.024,0.3087,0.0001,-3.9326,0.0383,-4.4348,0.0314,325.646,0.0008,-1.9855,0.0005,20,0.44,5.85,0,,,
CWWDL_5664,27,252.0632,0.0389,-46.7324,0.0142,0.3329,0.0011,-1.447,0.1142,-2.1994,0.0616,339.0091,0.0005,-1.1296,0.0004,20,0.4,5.48,0,,,
CWWDL_5684,26,271.3239,0.0324,-23.3043,0.0207,0.3953,0.0004,0.5689,0.0408,-0.5714,0.0213,7.0892,0.0008,-0.9705,0.0004,19,-0.18,8.09,1,-21.272,,0
CWWDL_5701,87,276.9718,0.0468,-14.6936,0.0443,0.4765,0.0004,-0.6545,0.0344,-2.7131,0.1543,17.2027,0.0011,-1.5674,0.0029,70,0.3,7.25,0,,,
CWWDL_5705,37,280.2214,0.0221,-9.6682,0.021,0.4048,0.0006,0.7569,0.0101,-3.6973,0.0147,23.1285,0.0005,-2.0744,0.0004,32,0.3,8.63,8,-24.1464,1.6966,1.2381
CWWDL_5707,27,280.5849,0.018,-7.2254,0.0352,0.379,0.0004,0.9404,0.0237,-2.8136,0.0119,25.4669,0.0011,-1.2783,0.0004,21,0.3,8.09,9,16.3976,41.5537,28.5094
CWWDL_5708,49,280.7193,0.0324,-6.2661,0.0223,0.2983,0.0004,0.2735,0.1494,-0.9889,0.2242,26.3812,0.0006,-0.9587,0.0009,41,0.3,7.76,4,17.5595,11.875,10.1365
CWWDL_5759,24,288.8703,0.039,5.7869,0.0541,0.4919,0.0005,-0.2284,0.0327,-4.638,0.0358,40.829,0.0038,-2.6793,0.0004,21,0.44,5.48,1,18.706,,0
CWWDL_5942,52,304.501,0.0893,32.5823,0.0946,0.706,0.0005,-0.0535,0.0388,-3.3689,0.0349,71.3407,0.01,-1.7774,0.0043,47,0.27,7.76,7,13.6526,23.1285,19.1768
CWWDL_6005,35,324.0002,0.0837,50.5038,0.0475,0.5305,0.0002,-3.7456,0.0527,-3.31,0.1091,94.3059,0.0036,-1.1773,0.0013,30,-0.28,7.4,1,27.543,,0
CWWDL_6027,47,335.2609,0.0922,54.9544,0.0339,0.2494,0.0003,-3.7662,0.1191,-3.0696,0.1094,102.4124,0.0023,-1.8108,0.0015,31,0.4,5.78,0,,,
CWWDL_6029,31,336.0946,0.1759,55.3411,0.0394,0.2691,0.0001,-3.3537,0.1698,-2.7821,0.2126,103.0224,0.0102,-1.7412,0.001,20,0.44,5.78,0,,,
CWWDL_6062,35,346.2683,0.0922,59.098,0.039,0.2851,0.0004,-2.8733,0.2407,-1.9406,0.0739,109.6395,0.0029,-1.0009,0.0008,22,-0.88,5.48,0,,,
CWWDL_6133,81,27.1124,0.4267,60.6469,0.0507,0.3467,0.0011,-1.2035,0.1419,-0.4252,0.0718,129.866,0.0452,-1.4543,0.0005,44,0.23,6.42,0,,,
CWWDL_6145,31,17.4434,0.3591,61.048,0.0305,0.2653,0.0001,-1.5039,0.1832,-0.485,0.142,125.1502,0.0298,-1.7443,0.0004,17,0.3,5.7,0,,,
CWWDL_6155,27,23.1047,0.1463,60.3902,0.021,0.338,0.0005,-1.2257,0.2293,-0.6373,0.0734,127.9769,0.0052,-2.0794,0.0003,14,0.35,5.95,0,,,
CWWDL_6156,39,24.8245,0.2587,60.7752,0.0471,0.236,0.0003,-1.0136,0.237,-0.4191,0.1462,128.7435,0.0167,-1.5551,0.001,20,0.4,7.67,1,-76.758,,0
CWWDL_6159,30,22.0669,0.2776,60.9566,0.0198,0.322,0.0002,-1.5113,0.1255,-0.5693,0.0353,127.3889,0.0177,-1.5958,0.0003,17,-0.4,7.85,2,-73.3725,9.1959,6.5025
CWWDL_6160,34,18.4278,0.3517,61.1237,0.0404,0.3514,0.0002,-1.8854,0.3146,-0.5242,0.0299,125.6187,0.0275,-1.6314,0.0021,21,0.3,5,0,,,
CWWDL_6172,29,22.1362,0.289,60.0397,0.0222,0.3199,0.0002,-1.6792,0.1676,-0.4498,0.1159,127.5538,0.0198,-2.4983,0.0008,25,-0.1,6.15,0,,,
CWWDL_6218,29,19.7707,0.165,61.0416,0.0347,0.5193,0.0002,-1.3476,0.1205,-0.1522,0.0923,126.2733,0.0062,-1.6506,0.0011,24,0.44,7.31,2,-40.3725,14.956,10.5755
CWWDL_6257,29,39.5466,0.1727,57.7426,0.0582,0.351,0.0004,-0.0438,0.1339,-1.1992,0.029,136.8118,0.0108,-2.2235,0.0007,21,0.37,6.51,0,,,
CWWDL_6296,50,96.3466,0.0574,11.1659,0.0554,0.5897,0.0005,-1.151,0.0184,-0.9599,0.0186,200.0407,0.0036,-0.6152,0.0025,42,-0.1,6.56,2,9.8935,28.0347,19.8235
CWWDL_6302,43,95.8965,0.0774,11.5733,0.1319,0.4738,0.0004,-0.6388,0.0449,-1.1751,0.0405,199.4742,0.0214,-0.8146,0.0012,30,0.23,7.19,0,,,
CWWDL_6326,32,104.6328,0.0377,-3.0567,0.0734,0.45,0.0008,-1.2896,0.0352,0.5811,0.0555,216.4606,0.0064,0.1825,0.0002,23,0.32,6.26,0,,,
CWWDL_6375,27,113.5659,0.0399,-20.2565,0.057,0.3421,0.0004,-2.0647,0.0669,3.2787,0.0537,235.7376,0.0039,-0.1581,0.0006,20,0.44,5.78,0,,,
CWWDL_6388,41,116.1835,0.0668,-25.8755,0.0504,0.2409,0.0002,-2.1665,0.1062,3.0448,0.3705,241.8138,0.0047,-0.8284,0.0013,26,0.42,7.37,0,,,
CWWDL_6439,46,116.0271,0.0676,-23.3038,0.0652,0.255,0.0005,-2.1526,0.1093,2.889,0.159,239.5148,0.007,0.3329,0.0009,28,0.4,7.7,1,85.168,,0
CWWDL_6451,44,116.8151,0.048,-26.1068,0.0704,0.2543,0.0004,-1.7849,0.2332,2.299,0.3072,242.2989,0.004,-0.4534,0.0027,27,0.4,7.01,1,59.856,,0
CWWDL_6464,33,116.8394,0.0438,-26.2381,0.0807,0.2287,0.0001,-1.9309,0.146,2.763,0.3964,242.4233,0.0071,-0.5008,0.0007,20,0.07,7.73,2,93.536,12.1325,8.579
CWWDL_6469,33,118.9991,0.0366,-28.6475,0.0719,0.2567,0.0002,-1.95,0.1644,2.4788,0.3481,245.4738,0.0052,-0.0857,0.0008,20,0.4,5.48,0,,,
CWWDL_6540,68,121.3171,0.0368,-33.0156,0.0535,0.3955,0.0011,-2.0981,0.1765,2.383,0.0835,250.2345,0.0031,-0.6977,0.0007,47,0.37,7.7,4,19.6425,21.0281,17.84
CWWDL_6645,43,125.567,0.0642,-37.2325,0.0641,0.2652,0.0005,-2.4682,0.2732,2.8673,0.2379,255.6691,0.0055,-0.135,0.001,20,-0.18,6.89,5,71.5716,25.3143,20.8481
CWWDL_6647,47,123.1737,0.1419,-35.094,0.1036,0.7249,0.0002,-0.258,0.007,0.655,0.0049,252.8151,0.0181,-0.5356,0.0056,43,0.35,7.7,15,6.8287,10.9758,8.4705
CWWDL_6728,51,139.7235,0.1383,-50.5581,0.0929,0.6778,0.0005,-8.1894,0.0233,6.9708,0.0245,272.38,0.0146,-0.7419,0.0014,38,0.4,7.58,3,18.9517,5.344,3.8202
CWWDL_7479,32,216.1768,0.047,-61.0576,0.0348,0.5034,0.0006,-3.7813,0.0104,-2.1982,0.0143,313.9753,0.001,-0.2016,0.0007,29,0.2,7.25,3,-53.709,67.8059,50.8007
CWWDL_7566,44,256.1336,0.0652,-41.669,0.0438,0.5792,0.0011,-0.5829,0.0394,-0.9157,0.031,344.7834,0.0032,-0.2387,0.001,37,0.4,5.78,1,-35.085,,0
CWWDL_7654,36,267.0515,0.0311,-28.9924,0.0559,0.5781,0.0003,0.5102,0.0493,-1.3535,0.0405,0.2453,0.003,-0.5128,0.0007,28,0.2,7.37,0,,,
CWWDL_8132,43,298.4112,0.0471,27.5483,0.0521,0.4567,0.0002,-2.1769,0.28,-4.9531,0.4005,64.2647,0.0038,-0.0383,0.0005,24,0.4,7.7,3,5.1603,9.0349,6.8296
CWWDL_8143,29,302.0489,0.0294,32.3757,0.031,0.5916,0.0009,-0.2668,0.0521,-1.8346,0.028,70.0274,0.0011,-0.1658,0.0004,23,-0.28,7.97,1,-27.817,,0
CWWDL_8237,49,330.8541,0.0855,55.6499,0.0569,0.6261,0.0004,-2.0221,0.0263,-3.2511,0.0526,100.747,0.0029,0.1895,0.0025,43,-0.28,7.64,2,-19.1785,11.4191,8.0745
CWWDL_8311,31,354.0706,0.1146,61.0727,0.0176,0.2924,0.0009,-3.5594,0.0373,-2.0186,0.0636,113.969,0.0028,-0.4844,0.0005,20,0.35,5.3,0,,,
CWWDL_8368,34,3.1531,0.3641,62.467,0.0221,0.3264,0.0002,-2.1246,0.1583,-0.9414,0.0336,118.462,0.0276,-0.0668,0.0004,23,-0.88,8.15,0,,,
CWWDL_8387,41,14.3734,0.2316,62.9719,0.0328,0.3494,0.0002,-2.1968,0.3427,-0.6828,0.0924,123.6198,0.0107,0.1085,0.0011,24,0.37,7.64,1,-42.709,,0
CWWDL_8403,52,29.6133,0.3933,61.0941,0.0497,0.3589,0.0007,-1.0499,0.0789,-0.4662,0.064,130.9422,0.0374,-0.7305,0.0004,30,0.4,5.48,0,,,
CWWDL_8405,34,26.331,0.2615,61.6087,0.0335,0.3786,0.0005,-1.1499,0.0792,-0.3566,0.0453,129.2921,0.0158,-0.5956,0.0003,22,0.35,5.6,1,-43.765,,0
CWWDL_8417,33,28.665,0.5186,61.7564,0.0895,0.3631,0.0001,-1.0873,0.055,-0.4025,0.0724,130.338,0.0651,-0.2019,0.0011,22,-0.88,8.27,0,,,
CWWDL_8420,30,25.03,0.2714,61.809,0.0365,0.3499,0.0002,-1.3355,0.0948,-0.3509,0.0595,128.6481,0.0166,-0.521,0.0006,19,0.3,5.48,0,,,
CWWDL_8449,46,29.8917,0.3886,62.0655,0.0586,0.3137,0.0003,-0.9934,0.1618,-0.2101,0.0688,130.819,0.0353,0.2421,0.0005,24,0.42,6.8,1,-58.83,,0
CWWDL_8467,22,24.7734,0.1569,61.1087,0.0257,0.3197,0.0002,-1.3074,0.2011,-0.5007,0.0242,128.6576,0.0054,-1.2321,0.0007,20,-0.88,6.2,1,-35.168,,0
CWWDL_8488,33,17.2118,0.2742,62.8411,0.0367,0.3372,0.0001,-2.0501,0.2171,-0.3234,0.0684,124.9171,0.0152,0.0368,0.0013,21,0.4,7.64,1,-62.187,,0
CWWDL_8491,46,43.0217,0.2923,59.5963,0.0723,0.4213,0.0008,-0.3681,0.0646,-0.7109,0.0348,137.6633,0.0235,0.2208,0.003,37,0.27,7.31,1,0.533,,0
CWWDL_8493,50,42.1954,0.6129,59.1327,0.1613,0.4145,0.0002,-0.1578,0.1981,-0.768,0.1351,137.4908,0.1215,-0.3796,0.0009,33,0.3,5.78,1,81.723,,0
CWWDL_8509,25,37.1342,0.3227,59.5056,0.0838,0.3746,0.0003,0.0018,0.091,-0.5894,0.0933,134.9758,0.0317,-1.0759,0.0007,20,0.44,5.48,0,,,
CWWDL_8537,36,76.2051,0.1312,39.8649,0.1291,0.2401,0.0001,0.4475,0.1085,-1.6863,0.2024,166.2508,0.0255,-0.812,0.0005,26,-0.28,8.09,9,-0.5073,23.3165,18.8938
CWWDL_8547,60,73.36,0.2829,43.9951,0.2008,0.304,0.0001,0.4275,0.1484,-1.4746,0.2122,161.6978,0.0784,0.084,0.002,30,0.4,7.79,2,-5.5785,3.0328,2.1445
CWWDL_8551,28,72.9075,0.1198,43.2704,0.0857,0.2585,0.0004,0.3554,0.2116,-1.5168,0.0781,162.05,0.0139,-0.6296,0.0005,21,-0.28,8.03,3,-24.496,22.1515,16.8913
CWWDL_8586,34,73.8201,0.1711,43.3132,0.1541,0.2816,0.0006,0.3877,0.1375,-1.3852,0.2098,162.437,0.0379,-0.0878,0.0001,20,-0.28,5,0,,,
CWWDL_8594,47,87.9395,0.1453,29.6813,0.1774,0.2621,0.0003,0.12,0.1224,-1.5834,0.1542,180.0513,0.0453,1.5309,0.0012,27,-0.88,8.33,1,32.366,,0
CWWDL_8616,26,92.0136,0.0478,21.9065,0.0592,0.5197,0.0004,0.9625,0.0118,-3.55,0.0176,188.6203,0.004,0.8451,0.0012,21,-0.1,7.76,3,4.1847,20.3823,15.2944
CWWDL_8688,38,107.0457,0.07,-6.1579,0.1193,0.2787,0.0004,-1.1228,0.1616,0.7103,0.3207,220.3193,0.0181,0.8984,0.0004,24,-0.88,8.21,3,58.1643,16.8794,11.8658
CWWDL_8709,39,110.3285,0.0268,-11.7777,0.0433,0.342,0.0011,-0.5802,0.0478,0.1262,0.0307,226.8028,0.0017,1.1564,0.0008,27,0.16,7.85,1,59.712,,0
CWWDL_8710,28,111.2215,0.0306,-14.8733,0.0388,0.3572,0.0005,-1.6074,0.0401,1.4255,0.0267,229.9423,0.0017,0.4611,0.0006,19,0.37,7.46,0,,,
CWWDL_8713,27,111.5983,0.0211,-13.3393,0.0591,0.2978,0.0008,-1.5481,0.106,1.4269,0.197,228.7652,0.003,1.5108,0.0008,21,-0.18,7.88,1,70.189,,0
CWWDL_8731,37,113.8813,0.078,-20.3026,0.0648,0.2689,0.0001,-1.8802,0.147,2.4679,0.3551,235.9217,0.0074,0.0781,0.0019,23,0.4,7.64,1,88.33,,0
CWWDL_8747,50,117.4003,0.0739,-25.1146,0.0772,0.2571,0.0002,-2.2318,0.1797,3.0351,0.3686,241.7099,0.0095,0.5037,0.0007,33,-0.88,8.03,3,85.7527,20.457,15.7471
CWWDL_8761,34,116.24,0.0652,-22.6195,0.0926,0.2402,0.0002,-2.0656,0.134,2.55,0.1029,239.0199,0.0115,0.8445,0.0004,25,0.42,7.73,1,117.717,,0
CWWDL_8762,30,115.5407,0.0698,-22.1206,0.0508,0.2517,0.0002,-1.8,0.1787,2.148,0.3455,238.2652,0.005,0.5323,0.0016,21,-0.88,8.06,2,69.8405,15.1724,10.7285
CWWDL_8764,39,118.173,0.0784,-25.0534,0.0979,0.2495,0.0003,-2.2693,0.1666,2.8607,0.3984,242.0144,0.014,1.1367,0.0003,23,0.4,7.46,1,58.509,,0
CWWDL_8784,35,117.2159,0.0419,-23.5801,0.0365,0.3951,0.0003,-3.0899,0.0554,3.0796,0.0347,240.302,0.0017,1.1369,0.001,28,0.4,7.73,1,75.179,,0
CWWDL_8822,50,120.7893,0.0724,-29.4204,0.0436,0.2482,0.0007,-2.3583,0.2164,3.0168,0.2812,246.9537,0.004,0.8403,0.0018,33,0.4,7.67,4,63.0998,15.3795,11.2327
CWWDL_8825,30,121.1959,0.0455,-29.5507,0.0451,0.2694,0.0003,-2.765,0.0767,2.7865,0.4171,247.2526,0.0031,1.0702,0.0004,20,0.44,5.78,1,39.7,,0
CWWDL_8831,42,120.2925,0.083,-27.81,0.1685,0.2561,0.0004,-2.1891,0.2004,2.5913,0.2111,245.3564,0.0319,1.3236,0.0011,20,0.4,7.16,2,70.6935,6.1101,4.3205
CWWDL_8833,36,118.4604,0.0748,-26.7433,0.073,0.2817,0.0002,-2.362,0.0802,3.3693,0.1941,243.5971,0.0088,0.4902,0.0007,20,-0.58,7.67,1,73.802,,0
CWWDL_8911,28,121.7763,0.0283,-31.4202,0.0349,0.2383,0.0003,-2.5151,0.0913,3.0854,0.3383,249.0984,0.0014,0.4877,0.0003,18,0.35,5.48,2,67.9295,9.4448,6.6785
CWWDL_8942,28,123.9057,0.0575,-33.9277,0.0522,0.4887,0.0002,-2.9082,0.0106,2.8698,0.0302,252.178,0.0037,0.6126,0.0012,20,-0.1,7.88,2,40.059,12.0123,8.494
CWWDL_8989,37,126.5385,0.0581,-36.4062,0.0772,0.2682,0.0002,-3.1156,0.1193,3.0332,0.3064,255.4403,0.0073,0.9764,0.0006,25,0.07,7.76,1,63.01,,0
CWWDL_9028,42,136.197,0.1737,-45.357,0.1626,0.4515,0.0014,-5.4906,0.2333,4.7129,0.1986,266.9756,0.0395,1.1033,0.0008,27,-0.88,7.61,0,,,
CWWDL_9197,29,165.7282,0.0692,-59.7474,0.041,0.3769,0.0002,-6.1694,0.1281,1.5518,0.1008,289.6492,0.0018,0.2958,0.001,25,0.37,6.23,0,,,
CWWDL_9203,29,166.7301,0.0585,-59.1236,0.0389,0.3165,0.0002,-5.8378,0.274,2.0265,0.0992,289.8675,0.0012,1.0711,0.0011,20,0.42,5.7,2,-12.4525,1.7883,1.2645
CWWDL_9305,26,170.6624,0.0726,-60.2889,0.02,0.2679,0.0002,-6.1505,0.2064,1.6525,0.052,292.1391,0.0014,0.709,0.0002,16,-0.58,8.3,2,-4.891,22.4719,15.89
CWWDL_9421,32,178.7759,0.0493,-61.6564,0.0131,0.3145,0.0002,-6.1931,0.2224,0.8476,0.0703,296.2977,0.0005,0.4876,0.0002,18,0.4,7.58,0,,,
CWWDL_9456,31,182.0701,0.0714,-61.8897,0.0224,0.3116,0.0002,-5.526,0.1823,0.1751,0.0375,297.8715,0.0011,0.5573,0.0005,24,0.44,5.78,0,,,
CWWDL_9603,31,203.7087,0.0639,-62.0697,0.0515,0.3227,0.0002,-6.2608,0.1872,-1.7885,0.1271,307.9901,0.0013,0.3751,0.0021,20,0.27,5.7,0,,,
CWWDL_9622,30,224.4802,0.0538,-58.0534,0.0256,0.4206,0.0006,-4.879,0.0112,-2.9842,0.0385,319.0397,0.0008,0.8069,0.0007,22,0.44,5.78,1,-49.695,,0
CWWDL_9645,23,243.0131,0.0313,-50.2234,0.0396,0.4189,0.0004,-2.7002,0.0137,-2.8792,0.0273,332.3556,0.0005,0.8248,0.0013,22,0.3,5.48,0,,,
CWWDL_9706,33,270.2303,0.0274,-20.2152,0.0241,0.3642,0.0009,0.1756,0.0212,-0.1118,0.0112,9.2778,0.0006,1.4347,0.0006,22,-0.04,7.52,4,38.2735,59.566,44.3318
CWWDL_9741,37,276.7444,0.0425,-10.979,0.0279,0.7425,0.0008,-1.4626,0.0142,-4.9451,0.0102,20.3881,0.0006,0.3569,0.0019,33,-0.1,8.18,10,14.3675,51.4473,33.9601
CWWDL_9918,57,289.9984,0.0425,15.1421,0.0539,0.6253,0.0009,-1.6979,0.0554,-5.2249,0.1074,49.6223,0.0034,0.7074,0.0011,44,0.44,7.22,4,9.6498,24.4455,19.5088
CWWDL_10030,72,297.4975,0.0018,27.7334,0.0013,0.2671,0.0003,-2.6923,0.3283,-5.1719,0.3755,64.0098,0.0014,0.7519,0.0013,13,-0.18,8.03,4,14.7795,29.7063,20.6213
CWWDL_10077,21,297.4968,0.0005,27.5921,0.0013,0.2816,0.0003,-1.3077,0.2342,-3.897,0.3533,63.8878,0.0012,0.6806,0.0005,14,0.4,7.82,3,-5.0637,10.5856,7.1262
CWWDL_10091,45,297.7849,0.0018,28.8647,0.006,0.2846,0.0008,-2.6008,0.2126,-5.3721,0.1282,65.1125,0.0068,1.1102,0.0006,14,-0.4,7.85,2,6.6935,2.931,2.0725
CWWDL_10098,31,298.0428,0.001,28.7201,0.0023,0.283,0.0003,-2.2146,0.0833,-5.1204,0.1165,65.1037,0.0028,0.842,0.0003,14,0.4,7.79,1,-3.132,,0
CWWDL_10188,22,301.3912,0.0004,32.6368,0.0025,0.2584,0.0001,-2.4705,0.1815,-5.249,0.3121,69.9481,0.002,0.4421,0.0008,12,0.16,7.73,2,-20.8985,17.445,12.3355
CWWDL_10236,33,303.6079,0.0021,37.4245,0.0027,0.397,0.0003,-1.3309,0.0346,-3.1607,0.0662,74.9517,0.0022,1.531,0.0017,18,-0.04,8.06,1,-3.403,,0
CWWDL_10247,27,303.3595,0.0035,37.1353,0.001,0.3114,0.0002,-2.4387,0.2294,-4.7311,0.3656,74.6012,0.002,1.5358,0.0013,14,0.12,7.85,2,-29.418,11.3434,8.021
