"name","ra","dec","lii","bii","cluster_radius","pm_ra","pm_dec","distance","e_bv","distance_modulus","log_age","log_age_error","metallicity","metallicity_error"
"Loden 624",186.577,-61.8,299.968,0.927,"  0.320","  -9.20","  -1.94","    1423","  0.416"," 10.900","  7.600",,,
"FSR 1669",209.07,-61.75,310.525,0.162,"  0.120","  -8.55","  -0.05","    1105","  0.416"," 10.351","  8.000",,,
"Loden 1101",209.542,-61.75,310.741,0.106,"  0.155"," -10.42","   0.83","    2088","  0.625"," 11.800","  6.550",,,
"ESO 137-43",252.103,-61.75,327.388,-10.734,"  0.090","   0.42","  -2.91","    1659","  0.312"," 11.200","  8.900",,,
"Kronberger 39",163.559,-61.733,289.523,-1.951,"  0.052","  -3.91","   6.07","    4372","  0.999"," 13.525","  6.000",,,
"ESO 137-23",246.127,-61.733,325.505,-8.6,"  0.130","  -0.19","  -4.71","    1561","  0.104"," 11.001","  9.550",,,
"Bochum 12",164.34,-61.725,289.854,-1.785,"  0.145","  -3.45","  -2.36","    2485","  0.229"," 12.050","  7.995",,,
"Loden 1409",221.167,-61.715,315.924,-1.733,"  0.260","  -7.00","  -4.50","    2088","  0.937"," 11.900","  8.000",,,
"Ruprecht 92",163.38,-61.7,289.432,-1.959,"  0.155","  -3.22","   2.78","    2211","  0.396"," 11.850","  7.650",,"   0.201","  0.130"
"DBSB 77",188.745,-61.654,300.979,1.155,"  0.045"," -12.07","  -4.16","    5417","  0.874"," 13.950","  6.300",,,
"NGC 3766",174.075,-61.615,294.126,-0.035,"  0.230","  -6.00","  -0.10","    1685","  0.208"," 11.200","  7.950",,,
"Trumpler 11",151.226,-61.6,284.442,-4.86,"  0.120","  -5.11","   0.30","    3884","  0.167"," 13.000","  8.155","  0.003",,
"DBSB 80",192.595,-61.582,302.806,1.289,"  0.070"," -11.53","   0.82","    2132","  1.416"," 12.100","  6.900",,,
"Ruprecht 105",188.475,-61.575,300.846,1.226,"  0.195","  -8.50","  -0.64","    1250","  0.050"," 10.501","  9.100",,,
"FSR 1668",208.725,-61.575,310.409,0.372,"  0.140"," -10.42","  -1.23","    1184","  0.416"," 10.501","  8.900",,,
"DBSB 66",169.11,-61.485,291.846,-0.675,"  0.055"," -11.49","   2.16","    7511","  0.999"," 14.700","  6.000",,,
"VDBH 110",166.815,-61.46,290.821,-1.062,"  0.085","  -0.52","   0.90","    1879","  0.406"," 11.500","  8.000",,,
"FSR 1666",207.15,-61.455,309.706,0.663,"  0.195","  -8.37","  -1.29","    2677","  1.124"," 12.500","  8.150",,,
"Loden 1256",214.5,-61.425,313.092,-0.273,"  0.190","  -4.33","  -3.98","    1226","  0.489"," 10.600","  8.580",,,
"Ruprecht 93",166.05,-61.37,290.449,-1.125,"  0.135","  -5.08","   0.85","    1619","  0.167"," 11.100","  8.755",,"   0.153","  0.130"
"Hogg 17",218.498,-61.347,314.908,-0.883,"  0.125","  -2.82","  -4.48","    1148","  0.625"," 10.501","  8.150",,,
"Collinder 272",202.583,-61.335,307.58,1.185,"  0.205","  -4.50","  -2.00","    2095","  0.604"," 11.800","  7.020",,,
"Lynga 2",216.113,-61.33,313.85,-0.446,"  0.200","  -6.25","  -6.50","     932","  0.323","  9.951","  8.430","  0.060",,
"DBSB 62",167.835,-61.29,291.207,-0.718,"  0.100","  -4.62","   4.33","    2187","  0.312"," 11.800","  6.900",,,
"Loden 481",177.96,-61.27,295.832,0.777,"  0.235","  -5.30","   1.51","    1634","  0.260"," 11.150","  8.385","  0.042",,
"Ruprecht 161",152.295,-61.26,284.658,-4.285,"  0.240","  -7.50","   3.50","     976","  0.167"," 10.001","  8.450",,,
"Shorlin 2",166.387,-61.255,290.552,-0.955,"  0.060","  -5.25","  -2.21","    4129","  0.375"," 13.200","  6.000",,,
"NGC 4103",181.665,-61.25,297.573,1.155,"  0.210","  -5.42","   0.98","    1659","  0.302"," 11.196","  7.755",,,
"Shorlin 1",166.579,-61.243,290.632,-0.907,"  0.070","  -5.40","  -0.16","    5594","  0.812"," 14.000","  6.500",,,
"Hogg 16",202.32,-61.212,307.473,1.326,"  0.125","  -4.53","  -1.82","    2059","  0.410"," 11.700","  7.950",,,
"Alessi 5",160.83,-61.17,288.105,-2.042,"  0.350"," -12.50","   2.42","     384","  0.208","  7.989","  7.765",,"  -0.382","  0.100"
"Trumpler 22",217.732,-61.165,314.636,-0.575,"  0.150","  -5.06","  -4.20","    1614","  0.500"," 11.200","  8.495","  0.126",,
"Ruprecht 95",175.912,-61.155,294.847,0.648,"  0.080","  -4.87","  -3.99","    1634","  0.416"," 11.200","  8.495","  0.020",,
"ASCC 65",167.745,-61.125,291.104,-0.581,"  0.220","  -6.89","   1.20","    1934","  0.521"," 11.600","  6.850",,,
"Collinder 236",164.34,-61.12,289.596,-1.237,"  0.200","  -2.82","   2.30","     823","  0.071","  9.600","  8.450",,"   0.042","  0.130"
"Loden 306",166.485,-61.12,290.541,-0.812,"  0.180","  -6.09","   2.84","    1939","  0.448"," 11.582","  6.760",,,
"NGC 2609",127.383,-61.1,276.137,-12.748,"  0.085","  -4.20","   5.10","    1481","  0.458"," 11.000","  8.480",,,
"ESO 129-32",176.048,-61.058,294.885,0.759,"  0.100","  -4.77","  -4.04","    1560","  0.416"," 11.100","  8.600",,,
"ASCC 67",175.365,-61.01,294.554,0.718,"  0.220","  -3.80","  -1.70","    1500","  0.300"," 10.977","  7.670",,,
"Hogg 8",157.32,-60.983,286.536,-2.72,"  0.105","  -6.45","  -1.09","    4078","  0.770"," 13.300","  8.900",,,
"NGC 5168",202.77,-60.94,307.729,1.562,"  0.120","  -3.70","  -0.86","    1727","  0.354"," 11.300","  8.250",,,
"ASCC 72",188.273,-60.93,300.704,1.862,"  0.180","  -5.94","  -0.75","    1229","  0.160"," 10.499","  8.205",,,
"Hogg 23",187.148,-60.925,300.158,1.824,"  0.100","  -7.93","  -1.03","    1250","  0.071"," 10.507","  8.310",,,
"ASCC 68",180.713,-60.92,297.06,1.397,"  0.300","  -4.63","   3.00","     920","  0.094","  9.849","  8.600",,,
"ASCC 64",165.765,-60.915,290.139,-0.764,"  0.190","  -5.60","   1.77","    1700","  0.150"," 11.200","  8.100","  0.136",,
"Pismis 19",217.65,-60.885,314.704,-0.3,"  0.120","  -1.08","  -1.82","    1978","  1.301"," 11.900","  9.015","  0.049",,
"NGC 3590",168.258,-60.775,291.204,-0.164,"  0.165","  -6.61","   1.55","    1660","  0.416"," 11.235","  7.400",,,
"Hogg 12",168.06,-60.765,291.111,-0.19,"  0.080","  -7.04","   1.34","    1664","  0.400"," 11.234","  7.600",,,
"NGC 2516",119.49,-60.75,273.806,-15.866,"  0.710","  -3.50","  10.20","     373","  0.071","  7.881","  8.475",,"  -0.373","  0.098"
"Ruprecht 164",172.71,-60.75,293.241,0.596,"  0.150","  -5.12","   1.95","    1297","  0.110"," 10.600","  7.700",,,
"Hogg 7",157.282,-60.745,286.397,-2.526,"  0.085","  -7.94","  -0.06","    4583","  0.604"," 13.500","  6.000",,,
"ASCC 84",238.732,-60.745,323.565,-5.451,"  0.200","  -1.92","  -5.54","     884","  0.271","  9.819","  7.850",,,
"MWSC 4486",291,-60.725,335.955,-27.347,"  0.180","   5.19","  -7.74","    2228","  0.187"," 11.800","  9.300",,,
"NGC 5617",217.447,-60.715,314.676,-0.106,"  0.145","  -2.90","  -3.00","    1769","  0.500"," 11.399","  8.250",,,
"Teutsch 143a",167.19,-60.705,290.695,-0.296,"  0.100","  -3.27","   2.29","    4231","  0.833"," 13.400","  6.600",,,
"ESO 123-26",118.05,-60.34,273.091,-16.31,"  0.200","  -1.26","   8.57","     816","  0.129","  9.600","  8.530",,,
"Loden 402",173.085,-60.705,293.403,0.695,"  0.180","  -7.40","   0.90","    1513","  0.312"," 11.000","  8.400",,,
"Loden 172",156.96,-60.7,286.239,-2.57,"  0.180","  -4.65","  -1.08","    1415","  0.146"," 10.801","  8.000",,,
"Loden 565",181.988,-60.69,297.632,1.733,"  0.185","  -5.15","   0.55","     703","  0.200","  9.299","  8.375",,,
"Loden 682",191.805,-60.69,302.415,2.178,"  0.215","  -6.35","  -1.56","     731","  0.250","  9.400","  8.470",,,
"NGC 3255",156.665,-60.682,286.106,-2.63,"  0.140","  -4.40","  -2.08","    3162","  0.312"," 12.600","  9.050",,,
"Trumpler 18",167.895,-60.665,290.999,-0.128,"  0.160","  -8.90","   0.60","    1422","  0.266"," 10.850","  7.690",,,
"Trumpler 20",189.938,-60.635,301.498,2.204,"  0.330"," -14.65","  -3.12","    3311","  0.312"," 12.700","  9.325",,"  -0.110","  0.130"
"ASCC 79",229.665,-60.63,320.039,-2.745,"  0.510","  -3.55","  -4.20","     871","  0.312","  9.801","  6.950",,,
"Loden 309",167.43,-60.57,290.752,-0.126,"  0.105","  -9.69","   0.25","     765","  0.250","  9.499","  8.050",,,
"Hogg 6",151.65,-60.5,283.957,-3.851,"  0.110","  -8.38","  -0.10","    1412","  0.156"," 10.799","  8.505","  0.024",,
"Teutsch 80",223.35,-60.485,317.41,-1.088,"  0.145","  -6.78","   0.42","    2352","  1.686"," 12.400","  7.750","  0.141",,
"DBSB 87",203.213,-60.455,308.019,2.007,"  0.075","  -6.63","   1.70","    1791","  0.729"," 11.500","  8.000",,,
"Ruprecht 104",186.255,-60.445,299.677,2.26,"  0.115"," -10.99","  -5.09","    2702","  0.750"," 12.400","  8.890","  0.030",,
"ASCC 63",163.98,-60.415,289.136,-0.675,"  0.150","  -5.86","   2.20","    2686","  0.791"," 12.400","  7.250",,,
"Ruprecht 159",140.107,-60.395,279.564,-7.489,"  0.100","  -3.56","   9.43","    6347","  0.271"," 14.100","  9.200",,,
"Hogg 11",167.903,-60.39,290.899,0.128,"  0.090","  -3.67","   3.19","    2554","  0.354"," 12.150","  6.990",,,
"Hogg 10",167.685,-60.385,290.797,0.092,"  0.110","  -9.75","   2.06","    1920","  0.416"," 11.551","  6.785",,,
"DBSB 136",216.25,-60.375,314.25,0.424,"  0.070","  -5.03","  -1.81","    6581","  1.270"," 14.500","  6.000",,,
"FSR 1686",220.071,-60.372,315.997,-0.291,"  0.115","  -2.62","  -4.64","    5405","  1.666"," 14.200","  8.500",,,
"Ruprecht 111",219,-59.98,315.666,0.281,"  0.140","   0.29","  -1.22","    1560","  0.729"," 11.200","  8.920","  0.026",,
"NGC 3496",164.903,-60.34,289.517,-0.414,"  0.180","  -7.62","   4.17","    1359","  0.416"," 10.800","  8.895","  0.023",,
"Trumpler 12",151.635,-60.3,283.833,-3.694,"  0.160","  -9.23","   3.05","    1435","  0.050"," 10.800","  9.205",,,
"NGC 3572",167.602,-60.25,290.708,0.202,"  0.120","  -9.19","   2.31","    1997","  0.364"," 11.619","  6.925",,,
"Hogg 13",169.076,-60.245,291.386,0.477,"  0.085","  -5.78","   3.86","    2208","  0.250"," 11.800","  8.650","  0.059",,
"Sher 1",165.255,-60.23,289.631,-0.241,"  0.045","  -6.42","   5.84","    5801","  1.499"," 14.300","  6.715",,,
"Loden 1010",206.273,-60.23,309.55,1.951,"  0.155","  -8.90","  -0.10","     949","  0.200","  9.951","  8.825",,,
"MWSC 4408",273.877,-60.215,334.207,-19.07,"  0.165","  -1.60","  -7.99","    2167","  0.687"," 11.900","  8.495","  0.085",,
"Collinder 275",203.632,-60.213,308.264,2.212,"  0.125","  -9.36","   2.58","    1952","  0.458"," 11.600","  8.600",,,
"FSR 1663",205.27,-60.197,309.068,2.082,"  0.095","  -6.24","  -0.08","    1513","  0.625"," 11.100","  8.150",,,
"Trumpler 13",155.951,-60.133,285.515,-2.352,"  0.160","  -7.21","   5.40","    2070","  0.375"," 11.700","  8.825","  0.032",,
"Bochum 9",158.925,-60.13,286.783,-1.585,"  0.170"," -10.20","  -0.23","     940","  0.110","  9.901","  8.090",,,
"ASCC 80",231.188,-60.128,320.945,-2.732,"  0.315","  -3.33","  -5.03","    1281","  0.396"," 10.665","  8.375",,,
"NGC 3114",150.48,-60.11,283.258,-3.882,"  0.345","  -7.55","   3.90","     944","  0.079","  9.900","  8.300",,"   0.020","  0.090"
"NGC 4439",187.118,-60.11,300.071,2.634,"  0.125"," -11.40","  -4.73","    1659","  0.312"," 11.200","  7.710",,,
"FSR 1721",267.21,-60.11,332.88,-16.003,"  0.170","   1.77","  -9.15","    2326","  0.208"," 11.900","  9.300",,,
"ASCC 62",162.765,-60.085,288.449,-0.642,"  0.165","  -8.64","   1.45","    2322","  0.531"," 12.000","  6.995",,,
"Bochum 11",161.812,-60.083,288.025,-0.856,"  0.195","  -6.95","  -1.16","    2261","  0.400"," 11.900","  6.000",,,
"NGC 5043",199.02,-60.065,306.005,2.66,"  0.170"," -11.03","  -1.07","     860","  0.083","  9.699","  8.600",,,
"FSR 1680",217.14,-60.02,314.79,0.597,"  0.115","  -3.28","  -6.40","    1458","  0.562"," 11.000","  8.590","  0.126",,
"MWSC 5723",295.522,-60.015,337.006,-29.502,"  0.150","   6.08","  -0.98","    1195","  0.354"," 10.500","  9.130",,,
"MWSC 4116",94.8,-59.97,269.072,-27.208,"  0.225","  -0.92","   8.55","    1743","  0.291"," 11.300","  9.125",,,
"NGC 5299",207.607,-59.945,310.262,2.085,"  0.110","  -8.17","  -0.26","    1847","  0.833"," 11.600","  8.700",,,
"NGC 2132",88.83,-59.92,268.703,-30.18,"  0.245","  -1.33","   7.43","    1003","  0.291"," 10.100","  9.045","  0.127",,
"Collinder 223",157.643,-59.855,286.091,-1.672,"  0.115","  -7.56","   2.25","    1376","  0.333"," 10.800","  8.200",,"  -0.217","  0.100"
"DBSB 89",221.257,-59.833,316.759,-0.046,"  0.065","  -2.59","   1.50","    4069","  1.562"," 13.550","  6.000",,,
"Feinstein 1",166.68,-59.82,290.117,0.421,"  0.200","  -6.80","   1.32","    1414","  0.458"," 10.900","  7.200",,,
"Hogg 14",187.185,-59.81,300.078,2.936,"  0.085","  -9.48","  -4.00","    1036","  0.229"," 10.150","  8.100",,,
"Loden 821",201.06,-59.81,307.05,2.799,"  0.220","  -7.00","   2.76","    2642","  0.437"," 12.250","  7.455",,"  -0.099","  0.130"
"Loden 1095",208.403,-59.745,310.697,2.186,"  0.125","  -9.64","  -2.12","    4028","  0.854"," 13.300","  8.550",,,
"Loden 1194",211.455,-59.745,312.182,1.784,"  0.180","  -7.20","  -3.00","     673","  0.042","  9.153","  8.705",,,
"Loden 1225",212.34,-59.725,312.615,1.674,"  0.210","  -9.95","   0.25","    1330","  0.250"," 10.700","  8.670",,,
"ESO 130-13",185.768,-59.665,299.352,3.009,"  0.205","  -7.53","  -4.45","    1509","  0.333"," 11.001","  8.445",,,
"Pismis 21",229.185,-59.655,320.354,-1.792,"  0.110","  -5.53","  -1.94","    1174","  0.625"," 10.549","  8.110",,,
"NGC 5606",216.945,-59.63,314.841,0.996,"  0.115","  -2.90","  -2.83","    2141","  0.458"," 11.800","  7.350",,,
"FSR 1698",230.241,-59.62,320.825,-2.047,"  0.125","  -5.19","  -2.30","    1562","  0.874"," 11.250","  8.560",,,
"DBSB 51",158.257,-59.615,286.235,-1.307,"  0.060","  -8.02","   1.61","    3189","  0.874"," 12.800","  7.000",,,
"NGC 5381",210.165,-59.605,311.594,2.098,"  0.160","  -5.45","   0.70","    1949","  0.625"," 11.650","  8.650",,,
"NGC 4852",195.045,-59.59,304.04,3.263,"  0.155","  -8.00","  -0.50","    1106","  0.250"," 10.299","  8.635","  0.060",,
"VDBH 155",209.375,-59.58,311.214,2.225,"  0.130","  -5.89","  -0.67","    1864","  0.458"," 11.500","  8.440","  0.102",,
"Teutsch 106",164.855,-59.535,289.159,0.308,"  0.075","  -0.78","  -3.42","    6702","  0.979"," 14.446","  8.780",,,
"ESO 130-08",182.58,-59.52,297.732,2.936,"  0.200","  -4.94","  -1.17","     800","  0.000","  9.515","  9.010","  0.032","  -0.250","  0.140"
"SAI 113",155.674,-59.495,285.056,-1.888,"  0.090","  -5.74","   1.85","    2025","  0.833"," 11.800","  8.960","  0.085",,
"Ruprecht 113",239.385,-59.495,324.624,-4.706,"  0.450","  -3.05","  -2.00","     810","  0.150","  9.591","  8.345","  0.215",,
"FSR 1689",221.722,-59.487,317.119,0.167,"  0.120","  -6.01","   5.78","    2282","  0.833"," 12.060","  9.275",,,
"Turner 6",164.754,-59.483,289.091,0.333,"  0.075","  -0.88","  -0.40","    3600","  1.145"," 13.150","  6.600",,,
"ASCC 53",144.54,-59.46,280.528,-5.279,"  0.265","  -3.38","   4.36","    1786","  0.750"," 11.501","  8.000",,,
"Teutsch 31",163.228,-59.46,288.382,0.021,"  0.085","  -8.28","  -0.65","    2918","  0.854"," 12.600","  8.780",,,
"Ruprecht 86",150.435,-59.455,282.845,-3.373,"  0.085"," -11.74","   6.60","    7173","  0.999"," 14.600","  8.800",,,
"Loden 1152",209.865,-59.33,311.519,2.403,"  0.145","  -6.00","   1.76","    1711","  0.573"," 11.350","  8.065","  0.092",,
"FSR 1479",119.407,-59.32,272.472,-15.238,"  0.135","  -1.33","  13.67","    4055","  0.187"," 13.100","  9.200",,,
"ESO 130-06",181.965,-59.3,297.387,3.102,"  0.190"," -10.55","   0.41","    1198","  0.333"," 10.499","  7.300",,"  -0.706","  0.162"
"DBSB 43",150.975,-59.295,282.97,-3.08,"  0.085","  -8.54","   6.58","    1940","  0.812"," 11.700","  6.000",,,
"Loden 915",203.572,-59.295,308.387,3.122,"  0.280"," -10.31","   0.70","     709","  0.150","  9.301","  8.445",,,
"FSR 1700",234.705,-59.253,322.903,-3.034,"  0.115","  -3.26","  -0.43","    2357","  0.739"," 12.100","  8.905","  0.075",,
"Platais 10",205.29,-59.225,309.264,3.034,"  1.000"," -29.90"," -10.70","     246","  0.079","  6.980","  8.340",,,
"Trumpler 17",164.115,-59.223,288.686,0.431,"  0.110","  -1.30","   4.13","    2194","  0.583"," 11.894","  7.775",,,
"NGC 5284",206.602,-59.2,309.928,2.923,"  0.210","  -8.70","   1.70","    1577","  0.500"," 11.150","  7.000",,,
"FSR 1470",110.7,-59.199,270.434,-19.238,"  0.175","  -1.89","   8.19","    1055","  0.416"," 10.250","  8.630",,,
"FSR 1535",152.002,-59.195,283.336,-2.69,"  0.100","  -7.45","   6.66","    1602","  0.396"," 11.151","  8.865","  0.083",,
"DC 5",159.998,-59.19,286.795,-0.5,"  0.100","  -7.96","  -0.31","    4430","  0.833"," 13.500","  6.050",,,
"Platais 8",136.875,-59.16,277.533,-7.832,"  1.500"," -15.00","  14.80","     141","  0.000","  5.746","  7.750",,"  -0.292","  0.101"
"ESO 134-12",221.197,-59.142,317.024,0.593,"  0.110","  -5.35","   0.65","    2088","  0.937"," 11.900","  8.900",,,
"VDBH 99",159.465,-59.125,286.525,-0.576,"  0.340"," -13.85","   0.05","     517","  0.104","  8.601","  8.000",,"  90.128","  0.117"
"Bochum 10",160.613,-59.115,287.036,-0.283,"  0.180","  -5.57","   2.99","    2017","  0.333"," 11.631","  6.930",,,
"Loden 280",167.452,-59.1,290.2,1.236,"  0.060"," -18.26","   3.09","    5246","  0.625"," 13.800","  8.910","  0.059",,
"Pismis 20",228.846,-59.067,320.516,-1.201,"  0.085","  -2.70","  -0.38","    1501","  1.145"," 11.250","  7.500",,,
"Hogg 9",164.602,-59.053,288.84,0.691,"  0.070","  -4.77","   4.58","    1751","  0.416"," 11.350","  7.900",,,
"Basel 17",167.632,-59.033,290.26,1.334,"  0.125","  -6.00","  -0.14","    1697","  0.160"," 11.200","  7.975","  0.031",,
"NGC 5138",201.795,-59.03,307.525,3.523,"  0.140","  -2.63","   0.64","    1819","  0.312"," 11.400","  7.550",,"   0.120","  0.050"
"Ruprecht 167",214.593,-58.988,313.937,2.014,"  0.200","  -5.86","  -3.20","    1609","  0.521"," 11.200","  7.245",,,
"FSR 1651",201.382,-58.985,307.32,3.596,"  0.157","  -9.55","   3.08","    3602","  0.364"," 12.900","  9.400",,,
"DBSB 64",171.143,-58.95,291.922,2.052,"  0.125"," -10.86","   2.03","    5254","  0.458"," 13.750","  6.200",,,
"Stock 13",168.248,-58.88,290.497,1.594,"  0.145","  -9.90","   1.56","    1577","  0.221"," 11.060","  7.370",,,
"FSR 1713",251.215,-58.86,329.368,-8.558,"  0.090","   1.12","   1.96","    4935","  0.104"," 13.500","  9.300",,,
"ASCC 74",203.955,-58.81,308.663,3.567,"  0.180"," -10.85","   0.50","     550","  0.050","  8.718","  8.630","  0.048",,
"Loden 143",157.222,-58.805,285.365,-0.883,"  0.300","  -9.17","   1.83","     619","  0.125","  8.999","  8.450",,,
"Loden 2045",227.64,-58.77,320.136,-0.625,"  0.160","  -5.24","   1.56","    2056","  1.041"," 11.900","  6.800",,,
"Carraro 1",159.232,-58.75,286.236,-0.309,"  0.085","  -7.11","  -2.01","    1789","  0.271"," 11.350","  9.100",,,
"NGC 3532",166.455,-58.73,289.582,1.377,"  0.425"," -10.87","   4.89","     454","  0.042","  8.299","  8.650",,"   0.019","  0.112"
"FSR 1657",202.507,-58.73,307.933,3.766,"  0.115"," -10.04","   3.48","    5409","  0.729"," 13.900","  9.000",,,
"FSR 1682",217.298,-58.71,315.346,1.786,"  0.180","  -8.23","  -1.23","    1388","  0.583"," 10.900","  9.160","  0.035",,
"Loden 1202",211.1,-58.7,312.302,2.838,"  0.110","  -8.27","   0.34","    1063","  0.833"," 10.401","  8.645",,,
"VDBH 91",154.245,-58.695,284.003,-1.62,"  0.150"," -12.10","   2.53","     749","  0.083","  9.399","  8.350",,,
"VDBH 118",170.625,-58.53,291.529,2.359,"  0.115","  -8.23","   1.23","    1221","  0.208"," 10.501","  9.045","  0.024",,
"ESO 139-54",271.155,-58.525,335.277,-17.135,"  0.115","  -1.62","  -3.57","     985","  0.104"," 10.001","  8.990",,,
"FSR 1580",171.938,-58.51,292.17,2.602,"  0.100","  -5.20","  -0.03","    2511","  0.625"," 12.200","  8.900",,,
"ASCC 60",158.287,-58.482,285.676,-0.322,"  0.170","  -7.86","   3.87","    1122","  0.156"," 10.300","  8.125",,,
"Loden 372",172.725,-58.48,292.552,2.759,"  0.110","  -9.47","  -1.58","    1208","  0.354"," 10.524","  8.320",,,
"Ruprecht 108",203.055,-58.465,308.257,3.984,"  0.170"," -10.72","  -1.46","     935","  0.139","  9.899","  8.675",,,
"DBSB 139",227.505,-58.426,320.25,-0.293,"  0.062","  -3.57","   0.63","    1950","  1.707"," 12.000","  7.500",,,
"Ruprecht 103",184.23,-58.417,298.413,4.152,"  0.115"," -13.24","  -0.94","    1298","  0.416"," 10.700","  9.110",,,
"FSR 1625",190.2,-58.41,301.535,4.433,"  0.195"," -11.59","   1.09","    2269","  0.687"," 12.000","  8.875",,,
"Loden 480",178.905,-58.39,295.655,3.691,"  0.140","  -9.03","   4.40","    1305","  0.208"," 10.645","  8.700","  0.054",,
"Loden 1171",209.843,-58.384,311.755,3.319,"  0.145"," -11.94","  -5.42","     789","  0.200","  9.550","  8.590",,,
"Lynga 3",229.208,-58.34,321.058,-0.681,"  0.105","  -2.39","   0.01","    4164","  1.562"," 13.600","  8.915",,,
"DBSB 140",227.512,-58.287,320.323,-0.175,"  0.075","  -6.22","  -1.53","    1535","  1.770"," 11.500","  7.300",,,
"Loden 2158",233.768,-58.275,323.086,-1.958,"  0.140","  -4.02","   0.33","    6206","  1.666"," 14.500","  8.500",,,
"ESO 128-16",163.417,-58.245,287.936,1.156,"  0.160","  -1.49","   6.27","     973","  0.029","  9.950","  8.840","  0.027",,
"NGC 3293",158.955,-58.23,285.853,0.072,"  0.135","  -7.22","   2.11","    2441","  0.333"," 12.045","  6.750",,,
