"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","adeg","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","age","e_age","AG","Z","RV","s_RV","N","o_RV","_RA.icrs","_DE.icrs"
"OC-0340",84.539621,0.047751,-0.162105,0.034092,204.495026,0.043361,-16.321766,0.041363,0.05992557,2.456217,0.092748,-0.078829,0.352832,-0.757174,0.520157,6.9,0.16,1.38,0.018,"            ","            ",17,0,84.53962135,-0.16210163
"OC-0341",86.666829,0.11712,0.148971,0.116186,205.253516,0.102093,-14.300198,0.132014,0.16688522,2.386508,0.106085,-0.464268,0.665349,-0.736635,0.45548,6.1,0.14,1.38,0.016,8.667936,"            ",84,1,86.66683106,0.14897427
"OC-0342",101.959668,0.081156,7.655835,0.05179,205.704863,0.049665,2.687893,0.081794,0.09569154,0.687438,0.021345,-0.59595,0.095266,-2.212722,0.143142,7.9,0.18,1.98,0.028,"            ","            ",26,0,101.95967067,7.65584483
"OC-0343",97.688405,0.092783,4.442823,0.147762,206.615093,0.130705,-2.559159,0.115504,0.17442755,1.565556,0.126691,-1.70044,0.277398,-4.634245,0.354076,7.7,0.18,1.14,0.028,"            ","            ",41,0,97.68841258,4.4428436
"OC-0344",102.844515,0.018328,5.767878,0.024053,207.788205,0.022145,2.613273,0.020535,0.03020078,0.328955,0.013378,-1.106806,0.124884,0.13571,0.118431,9.8,0.23,1.02,0.016,"            ","            ",18,0,102.84451994,5.7678774
"OC-0345",83.601222,0.045513,-5.550274,0.047615,209.058921,0.058581,-19.649655,0.035713,0.06860869,2.560977,0.054113,1.075988,0.313858,0.158988,0.699783,7.3,0.17,0.66,0.026,25.304747,0.855115,24,2,83.6012172,-5.55027471
"OC-0346",101.600967,0.085215,3.352503,0.077241,209.374721,0.074556,0.409764,0.087432,0.1149041,0.682837,0.025696,-1.787868,0.182015,0.825134,0.200045,7.6,0.17,2.36,0.016,"            ","            ",24,0,101.60097496,3.35249933
"OC-0347",84.14235,0.219339,-6.599915,0.181534,210.311256,0.226107,-19.639948,0.187211,0.29355125,2.581425,0.134812,0.849856,0.572529,0.165001,0.673675,6.6,0.15,1.02,0.027,22.663917,3.85702,217,7,84.1423462,-6.59991573
"OC-0348",99.908524,0.063254,1.14849,0.038934,210.562854,0.038026,-2.10144,0.063807,0.0742786,0.274212,0.006264,0.289428,0.066067,0.083721,0.076619,8.6,0.2,0.32,0.027,"            ","            ",39,0,99.90852271,1.14848963
"OC-0349",99.912052,0.036348,1.141059,0.042171,210.571083,0.044618,-2.101699,0.033331,0.0556931,0.32486,0.01453,0.311928,0.100021,0.104981,0.097284,8.7,0.2,0.8,0.017,"            ","            ",47,0,99.91205061,1.14105853
"OC-0350",104.427566,0.055615,3.254627,0.038556,210.747394,0.040629,2.877621,0.054065,0.06762943,0.224431,0.004217,-0.178006,0.089727,-0.290434,0.134822,8.9,0.2,2.72,0.017,"            ","            ",17,0,104.42756679,3.25462829
"OC-0351",96.120224,0.05944,-1.281596,0.077648,210.994154,0.065888,-6.581337,0.072638,0.09806889,0.528534,0.013913,-0.662905,0.157803,1.871529,0.215758,8.9,0.2,1.04,0.028,31.375636,21.341656,19,2,96.12022695,-1.28160432
"OC-0352",103.027067,0.039652,1.92059,0.042458,211.29883,0.045511,1.024715,0.036092,0.05808514,0.620135,0.033523,-1.783236,0.081995,1.025535,0.187307,8.7,0.2,2.58,0.023,"            ","            ",20,0,103.02707493,1.92058544
"OC-0353",98.566738,0.037218,-0.895264,0.069678,211.77007,0.069296,-4.228494,0.038262,0.07915754,1.268209,0.046887,-4.134769,0.178042,-0.689526,0.402791,7.8,0.18,1.06,0.016,"            ","            ",15,0,98.56675638,-0.89526094
"OC-0354",98.429603,0.074748,-1.750998,0.062104,212.47147,0.049708,-4.740479,0.083577,0.09724197,0.474786,0.008491,-0.031846,0.18844,-0.874031,0.142527,8.6,0.2,1.32,0.02,42.62661,"            ",15,1,98.42960314,-1.75099412
"OC-0355",106.029546,0.042431,1.031521,0.046798,213.459332,0.044693,3.291565,0.04471,0.06321747,0.309544,0.01916,-0.292636,0.085674,-0.096608,0.122069,8.9,0.2,2.58,0.016,33.87472,"            ",46,1,106.0295473,1.03152143
"OC-0356",85.271613,0.069102,-9.387536,0.128669,213.49415,0.134665,-19.858589,0.071838,0.15262818,2.254714,0.138629,0.511016,0.326953,-1.229368,0.543663,6.2,0.14,0.96,0.021,22.144424,3.541712,65,4,85.2716107,-9.38753054
"OC-0357",91.960851,0.10899,-6.392115,0.116189,213.719027,0.113543,-12.591062,0.113801,0.16075659,1.187477,0.090569,-2.884611,0.446472,1.070172,0.48778,6.7,0.15,0.88,0.027,30.584287,15.357376,105,2,91.9608639,-6.39211976
"OC-0358",93.167461,0.081204,-6.298023,0.083658,214.179035,0.066901,-11.475466,0.095996,0.11700844,1.18108,0.09538,-3.886791,0.479083,0.318337,0.438146,6.3,0.14,0.96,0.02,41.591535,28.828549,38,2,93.16747838,-6.29802441
"OC-0359",93.748433,0.083272,-6.406887,0.060756,214.540733,0.076621,-11.007091,0.069879,0.10370078,1.199856,0.083874,-3.710541,0.415552,0.432936,0.537449,6.6,0.15,0.42,0.027,10.738791,"            ",44,1,93.74844959,-6.40688892
"OC-0360",105.559223,0.049237,-1.853057,0.073095,215.813048,0.060368,1.555968,0.06421,0.08813183,0.22981,0.002335,-0.879701,0.080824,0.832,0.121001,8.9,0.2,1.84,0.028,"            ","            ",15,0,105.55922691,-1.8530607
"OC-0361",90.36534,0.167266,-9.958129,0.054445,216.308915,0.101418,-15.574533,0.143403,0.17564177,1.2112,0.092009,-2.028219,0.402461,1.851819,0.349979,6.5,0.15,1.26,0.028,"            ","            ",38,0,90.36534915,-9.95813723
"OC-0362",90.953253,0.138252,-9.798967,0.109532,216.41964,0.152445,-14.98343,0.09416,0.17918031,1.194957,0.078101,-2.126695,0.381843,1.549449,0.566255,6.7,0.15,0.18,0.02,30.279442,"            ",51,1,90.95326259,-9.79897389
"OC-0363",110.46599,0.041382,-0.998449,0.037776,217.308939,0.036746,6.30628,0.042485,0.05617156,0.323935,0.014219,-0.470427,0.077248,-0.869977,0.125514,8.6,0.2,1.16,0.016,53.12604,"            ",27,1,110.46599209,-0.99844513
"OC-0364",102.536502,0.054676,-5.340328,0.061602,217.541395,0.047674,-2.718794,0.067013,0.08224082,0.72151,0.027523,-1.262245,0.164549,0.790851,0.180578,6.9,0.16,2.82,0.028,"            ","            ",27,0,102.53650763,-5.34033151
"OC-0365",104.45978,0.055635,-4.602978,0.037937,217.757415,0.033796,-0.677172,0.058074,0.06719196,0.52212,0.018965,-1.334308,0.170398,0.993602,0.229314,7.6,0.17,0.48,0.017,"            ","            ",16,0,104.45978595,-4.60298242
"OC-0366",89.632481,0.082372,-13.601424,0.109043,219.437061,0.093199,-17.76769,0.102085,0.13822952,1.448826,0.115162,-1.741947,0.433021,1.712786,0.606923,6.4,0.15,1.42,0.027,"            ","            ",25,0,89.63248897,-13.60143161
"OC-0367",89.431975,0.043659,-14.099677,0.049905,219.82918,0.047053,-18.151106,0.047796,0.06707043,1.479633,0.084615,-1.953388,0.377636,1.69843,0.526263,6.6,0.15,0.94,0.025,27.734938,33.543621,18,2,89.43198395,-14.09968455
"OC-0368",107.130698,0.048443,-5.845228,0.053558,220.080661,0.042509,1.11743,0.058177,0.07205261,0.533948,0.022926,-1.233027,0.097291,1.342726,0.292514,8.2,0.19,1.22,0.025,"            ","            ",19,0,107.13070351,-5.84523397
"OC-0369",105.777953,0.028431,-6.911412,0.043093,220.410202,0.044583,-0.566447,0.025811,0.05151555,0.407213,0.012692,-1.173834,0.103651,1.419157,0.167902,8.8,0.2,1.52,0.016,"            ","            ",17,0,105.77795826,-6.91141831
"OC-0370",107.248955,0.065747,-7.168329,0.096926,221.309257,0.093094,0.612142,0.070601,0.11683747,1.146446,0.066097,-0.86712,0.211109,-1.099437,0.30252,7.9,0.18,0.22,0.028,14.553439,25.354754,68,3,107.24895888,-7.16832411
"OC-0371",102.237039,0.025628,-10.546424,0.051771,222.064175,0.050761,-5.334186,0.027582,0.05777063,0.241888,0.004768,-0.183261,0.069983,0.101763,0.071396,8.5,0.2,0.18,0.028,"            ","            ",21,0,102.23703983,-10.54642445
"OC-0372",102.242364,0.049094,-10.544165,0.03407,222.064507,0.032538,-5.328494,0.049405,0.05915721,0.179418,0.009223,-0.209473,0.066938,0.085127,0.094458,8.7,0.2,0.68,0.024,"            ","            ",16,0,102.24236495,-10.54416538
"OC-0373",105.900898,0.036526,-9.406394,0.068183,222.684302,0.067862,-1.600956,0.036683,0.07714203,0.321146,0.011841,-1.269253,0.151009,0.856989,0.130955,6.8,0.16,0.4,0.027,"            ","            ",29,0,105.90090372,-9.40639781
"OC-0374",110.6378,0.045184,-6.97231,0.039928,222.698937,0.038967,3.681444,0.045756,0.06010024,0.317575,0.007428,-1.037281,0.260929,0.550836,0.282441,9.6,0.22,0.48,0.023,"            ","            ",15,0,110.63780464,-6.97231245
"OC-0375",106.755956,0.038917,-9.176328,0.03352,222.867066,0.033914,-0.745615,0.038074,0.05098812,0.376109,0.013102,-1.18213,0.142252,0.868364,0.115406,7.3,0.17,1.42,0.019,"            ","            ",31,0,106.75596132,-9.17633186
"OC-0376",105.812722,0.028607,-12.639966,0.027637,225.523775,0.034401,-3.155063,0.019057,0.03932681,0.807987,0.027516,-0.603616,0.171685,-0.373676,0.244242,7.6,0.17,0.34,0.022,"            ","            ",15,0,105.81272475,-12.63996434
"OC-0377",107.395646,0.047128,-12.044141,0.038542,225.70294,0.048243,-1.507613,0.035833,0.06009485,0.856378,0.023433,-3.277393,0.129484,0.925587,0.110376,6.9,0.16,1.68,0.028,"            ","            ",20,0,107.39566089,-12.04414511
"OC-0378",93.919253,0.044136,-18.750581,0.065393,226.107754,0.061812,-16.113599,0.049966,0.0794816,0.315264,0.008661,-0.584461,0.115535,1.926588,0.175582,9.4,0.22,1.88,0.028,95.74049,"            ",15,1,93.91925574,-18.75058956
"OC-0379",107.541391,0.066946,-12.426257,0.049178,226.107845,0.051508,-1.557346,0.063574,0.08182131,0.847182,0.02764,-3.020398,0.221306,0.835128,0.198776,7.2,0.17,0.84,0.023,"            ","            ",22,0,107.54140475,-12.42626071
"OC-0380",108.731425,0.047394,-12.088882,0.06161,226.347307,0.067359,-0.370405,0.037502,0.07709497,0.329243,0.011511,-1.052013,0.079708,1.471424,0.075425,7.8,0.18,3.04,0.016,"            ","            ",16,0,108.73142978,-12.08888854
"OC-0381",105.156294,0.031629,-14.392111,0.020523,226.798277,0.025355,-4.519002,0.026849,0.03692892,0.630957,0.026555,-1.428824,0.094779,1.627631,0.069986,8.8,0.2,0.52,0.017,"            ","            ",17,0,105.15630056,-14.39211823
"OC-0382",110.325272,0.033611,-11.80095,0.024797,226.821819,0.023073,1.142638,0.034135,0.04120148,0.361475,0.013615,-0.490955,0.101609,0.06837,0.117389,8.5,0.2,1.82,0.022,60.489838,"            ",17,1,110.32527423,-11.8009503
"OC-0383",113.579829,0.036717,-10.520857,0.060389,227.213121,0.059933,4.560329,0.037158,0.07051724,0.320813,0.013337,-1.189376,0.158128,1.219718,0.325972,9.2,0.21,1.44,0.019,58.330532,"            ",17,1,113.57983438,-10.52086242
"OC-0384",101.479195,0.057315,-16.726232,0.063952,227.320514,0.065053,-8.7291,0.054479,0.08485195,0.169367,0.015294,-0.042117,0.068096,1.243208,0.090468,9.5,0.22,0.94,0.026,58.512272,2.197829,95,3,101.4791952,-16.72623753
"OC-0385",101.466372,0.063375,-16.738844,0.073212,227.326587,0.078759,-8.745649,0.054616,0.09584304,0.242853,0.00523,-0.034484,0.110625,1.214174,0.15318,9.8,0.23,1.04,0.018,57.49113,"            ",35,1,101.46637216,-16.7388494
"OC-0386",101.454579,0.076193,-16.747482,0.073451,227.329486,0.074958,-8.759574,0.07232,0.10415798,0.216167,0.00801,-0.034723,0.109758,1.211952,0.165565,9.5,0.22,0,0.016,57.34111,"            ",55,1,101.45457916,-16.74748739
"OC-0387",109.104594,0.036245,-13.183647,0.050807,227.485767,0.04147,-0.55775,0.045904,0.06186225,0.22347,0.00334,-1.711516,0.078612,0.924379,0.075906,9.5,0.22,1.4,0.016,"            ","            ",17,0,109.10460181,-13.18365111
"OC-0388",109.112288,0.040834,-13.180715,0.043021,227.486663,0.044689,-0.54976,0.037875,0.05858005,0.145449,0.008547,-1.744197,0.063939,0.999024,0.061657,9.5,0.22,3.84,0.025,"            ","            ",18,0,109.11229596,-13.18071944
"OC-0389",106.510242,0.042962,-15.006651,0.026642,227.94325,0.037205,-3.631053,0.032455,0.04937144,0.175701,0.00902,-0.410061,0.040776,0.990449,0.046229,8.9,0.2,1.28,0.028,"            ","            ",18,0,106.51024389,-15.0066554
"OC-0390",112.772679,0.045901,-13.664101,0.05918,229.596182,0.054545,2.359166,0.050216,0.07414043,0.53426,0.018456,-1.272623,0.298905,0.272021,0.26714,8.5,0.2,0.84,0.016,"            ","            ",17,0,112.77268482,-13.66410221
"OC-0391",109.453839,0.079733,-15.652723,0.068026,229.827915,0.065798,-1.4103,0.078715,0.10259351,1.051297,0.043483,0.424123,0.354771,5.579562,0.323622,8.9,0.2,0.64,0.016,"            ","            ",36,0,109.45383704,-15.6527478
"OC-0392",112.122408,0.030574,-15.673027,0.049583,231.059276,0.045816,0.845026,0.035019,0.0576666,0.321791,0.011621,-1.238754,0.063943,1.943029,0.107824,7.9,0.18,1.14,0.017,"            ","            ",15,0,112.12241372,-15.67303564
"OC-0393",107.66324,0.069803,-18.632553,0.057273,231.681968,0.066777,-4.304774,0.056758,0.08763925,1.083935,0.062598,-3.637845,0.168031,0.372774,0.361519,8,0.18,1.44,0.025,43.981056,"            ",16,1,107.66325706,-18.63255466
"OC-0394",113.031543,0.082965,-16.956513,0.047193,232.60423,0.069693,0.99454,0.060572,0.09233678,0.536776,0.027466,-2.209133,0.272721,2.507043,0.238765,6.9,0.16,0.52,0.024,"            ","            ",41,0,113.03155326,-16.95652414
"OC-0395",104.290867,0.11241,-21.272875,0.1817,232.629755,0.185617,-8.320994,0.101308,0.2114639,1.194975,0.085897,-3.486494,0.411921,3.285649,0.440247,7.3,0.17,0.56,0.028,72.311813,695.614913,73,2,104.29088363,-21.2728896
"OC-0396",110.660413,0.035731,-18.700893,0.037936,233.061999,0.040205,-1.821113,0.03114,0.05085412,0.319559,0.012154,-1.768979,0.085137,3.030648,0.08816,9,0.21,0.42,0.016,64.19872,"            ",28,1,110.6604213,-18.70090647
"OC-0397",111.613339,0.049023,-18.455965,0.077312,233.273694,0.076544,-0.909476,0.047771,0.09022778,0.187879,0.006101,-2.09388,0.105055,1.961073,0.033869,6.8,0.16,2.08,0.027,"            ","            ",15,0,111.61334881,-18.45597372
"OC-0398",111.870779,0.037526,-18.482292,0.030749,233.413111,0.027975,-0.707271,0.037811,0.0470348,0.352055,0.00929,-1.908425,0.132991,2.176615,0.142565,7.9,0.18,0.1,0.028,"            ","            ",33,0,111.87078794,-18.48230167
"OC-0399",104.901167,0.053428,-23.149044,0.057665,234.585502,0.056641,-8.63295,0.051017,0.0762295,1.153982,0.069705,-2.932271,0.394003,3.355519,0.258373,7.3,0.17,2.2,0.028,"            ","            ",21,0,104.90118117,-23.14905891
"OC-0400",109.919299,0.035858,-20.842476,0.042176,234.629014,0.045998,-3.440529,0.028173,0.0539401,0.477543,0.009223,-2.683646,0.09298,2.874123,0.087701,8.3,0.19,1.16,0.025,"            ","            ",15,0,109.91931176,-20.84248877
"OC-0401",104.712979,0.099974,-23.362917,0.071257,234.703985,0.092738,-8.881817,0.071456,0.11707389,1.142915,0.078427,-2.988981,0.335657,3.345905,0.325414,7,0.16,1.6,0.028,"            ","            ",26,0,104.71299347,-23.36293187
"OC-0402",119.862056,0.057604,-16.288363,0.055774,235.292784,0.056153,7.002302,0.055329,0.07883183,0.23533,0.007994,-2.681697,0.102408,2.836554,0.10059,9.3,0.21,0.46,0.016,103.07336,"            ",38,1,119.86206842,-16.28837561
"OC-0403",113.326333,0.040478,-20.155085,0.028067,235.540051,0.034215,-0.305649,0.032575,0.0472419,0.333898,0.00651,-2.250133,0.144073,3.28911,0.111757,6.9,0.16,0.58,0.028,"            ","            ",16,0,113.32634365,-20.15509962
"OC-0404",114.232181,0.021591,-20.517147,0.018679,236.269384,0.017049,0.260585,0.021614,0.02752877,0.340005,0.008331,-1.935961,0.136479,3.09027,0.081853,7.8,0.18,2.4,0.02,"            ","            ",19,0,114.23219019,-20.51716073
"OC-0405",113.943573,0.049315,-20.672997,0.044619,236.273649,0.053998,-0.051288,0.034699,0.0641857,0.381765,0.010075,-3.075261,0.065448,3.139381,0.081374,8.1,0.19,1.16,0.024,"            ","            ",23,0,113.94358761,-20.67301095
"OC-0406",109.923313,0.047164,-24.033349,0.040905,237.464258,0.045167,-4.919128,0.038775,0.0595278,0.824578,0.038683,-2.755329,0.162467,3.073217,0.104727,6.7,0.15,1.14,0.021,"            ","            ",29,0,109.92332641,-24.03336266
"OC-0407",107.41137,0.056751,-25.221871,0.063871,237.484755,0.071209,-7.493204,0.041611,0.08247543,1.586298,0.13566,-4.808579,0.343995,3.59093,0.225194,7.3,0.17,0.04,0.021,"            ","            ",22,0,107.41139362,-25.22188696
"OC-0408",104.806381,0.113094,-26.449723,0.075189,237.564011,0.092478,-10.13862,0.087273,0.12715643,1.186444,0.069108,-3.257144,0.495189,3.602971,0.434494,7.2,0.17,0.92,0.02,"            ","            ",20,0,104.80639717,-26.44973901
"OC-0409",119.800549,0.038001,-19.12742,0.028074,237.708116,0.019258,5.485996,0.041346,0.04561099,0.293906,0.002776,-1.437722,0.098394,0.513663,0.061911,8.4,0.19,0.08,0.028,48.510437,"            ",15,1,119.80055576,-19.12742228
"OC-0410",105.596018,0.126042,-27.313844,0.105967,238.663628,0.137449,-9.874008,0.073713,0.15596741,1.20537,0.104017,-3.090065,0.224558,3.457781,0.438177,7.3,0.17,0.68,0.024,33.878046,37.262099,34,2,105.59603346,-27.31385937
"OC-0411",105.163844,0.087338,-27.64392,0.07489,238.79929,0.074827,-10.361925,0.07858,0.10850759,1.235829,0.086376,-2.910783,0.613627,3.633804,0.300712,7.3,0.17,0.26,0.016,35.09975,"            ",18,1,105.1638586,-27.64393615
"OC-0412",113.389129,0.051742,-23.963409,0.045869,238.902559,0.052668,-2.096227,0.039612,0.06590166,0.109432,0.014335,-1.11545,0.038115,2.065806,0.078202,6.5,0.15,1.54,0.018,"            ","            ",22,0,113.38913443,-23.96341818
"OC-0413",108.707191,0.033772,-26.234343,0.054166,238.925157,0.045083,-6.9053,0.042994,0.06229736,0.319277,0.013143,-2.058566,0.269404,2.767628,0.156009,9,0.21,1.46,0.022,"            ","            ",15,0,108.7072012,-26.2343553
"OC-0414",110.923687,0.049244,-25.373661,0.044149,239.079148,0.035461,-4.737572,0.051764,0.06274547,0.794463,0.039263,-2.813821,0.21967,3.14802,0.267878,6.9,0.16,1.24,0.021,"            ","            ",23,0,110.92370084,-25.37367499
"OC-0415",118.362475,0.041057,-22.389295,0.032639,239.814941,0.030622,2.651924,0.039633,0.05008474,0.3397,0.007621,-2.178825,0.133113,2.048947,0.193044,9.1,0.21,0.74,0.025,107.55785,"            ",15,1,118.36248547,-22.38930411
"OC-0416",110.209377,0.040096,-27.395412,0.026468,240.580768,0.024403,-6.241825,0.037139,0.04443885,0.123863,0.007137,-0.821941,0.056519,1.977742,0.071313,9.3,0.21,0.14,0.025,"            ","            ",18,0,110.20938111,-27.39542079
"OC-0417",117.588098,0.041704,-25.464054,0.01875,242.09717,0.025766,0.472267,0.033249,0.04206403,0.267766,0.004158,-2.770804,0.082258,3.01958,0.076212,7.5,0.17,0.44,0.028,"            ","            ",23,0,117.58811164,-25.46406742
"OC-0418",113.670103,0.037954,-28.069445,0.043917,242.6257,0.042224,-3.85689,0.035713,0.05530176,0.327203,0.01008,-2.812654,0.059698,3.727667,0.06791,6.9,0.16,1.48,0.016,"            ","            ",25,0,113.67011717,-28.06946157
"OC-0419",122.348631,0.025942,-23.782762,0.035879,242.935114,0.030972,5.038555,0.029985,0.04310876,0.3361,0.011354,-2.413353,0.302069,2.422283,0.387296,8.8,0.2,2.26,0.02,50.366108,"            ",15,1,122.34864272,-23.78277277
"OC-0420",116.879526,0.043858,-27.178127,0.037368,243.253228,0.042595,-0.943709,0.033244,0.05403238,0.226309,0.002162,-2.333236,0.053238,3.437466,0.070309,7.5,0.17,1.04,0.02,85.515594,"            ",20,1,116.87953766,-27.17814228
"OC-0421",119.395014,0.020587,-25.918514,0.024619,243.325483,0.024639,1.63399,0.018502,0.03081241,0.163497,0.005925,-1.867899,0.08501,2.203668,0.067147,8.6,0.2,0.68,0.017,"            ","            ",16,0,119.39502323,-25.91852379
"OC-0422",116.146678,0.070327,-28.369461,0.030424,243.959,0.044595,-2.102145,0.052628,0.0689813,0.258928,0.004593,-1.809652,0.054363,1.725085,0.07406,8.1,0.19,0.58,0.016,70.34861,"            ",24,1,116.14668714,-28.36946867
"OC-0423",115.537272,0.096401,-30.220362,0.069242,245.304131,0.072854,-3.481748,0.080267,0.10839971,1.77952,0.067021,-6.184004,0.313202,5.946144,0.26873,7.5,0.17,0.9,0.028,24.580446,26.427655,54,2,115.53730381,-30.22038843
"OC-0424",114.916631,0.055274,-30.92312,0.045723,245.655064,0.050918,-4.292179,0.04196,0.06597942,0.231374,0.002636,-2.557224,0.074143,3.793841,0.124762,7.2,0.17,1.8,0.017,"            ","            ",20,0,114.91664425,-30.92313686
"OC-0425",114.90847,0.036568,-30.929797,0.037491,245.657479,0.037501,-4.301542,0.031477,0.04896046,0.217266,0.003009,-2.55793,0.090598,3.821609,0.103082,9.1,0.21,0.84,0.016,"            ","            ",17,0,114.90848325,-30.92981398
"OC-0426",117.609498,0.05646,-29.833847,0.053656,245.868829,0.057236,-1.73535,0.044774,0.07266822,0.254784,0.003408,-2.959785,0.073096,2.524289,0.100722,8.7,0.2,0.6,0.023,"            ","            ",21,0,117.60951316,-29.83385822
"OC-0427",117.627603,0.035813,-29.863922,0.03387,245.902725,0.030086,-1.737116,0.034749,0.04596369,0.219637,0.004288,-2.99554,0.046836,2.487002,0.058955,9.2,0.21,1.62,0.022,74.65384,"            ",24,1,117.62761835,-29.86393305
"OC-0428",117.631888,0.037039,-29.941591,0.014768,245.971518,0.014217,-1.773422,0.032348,0.03533435,0.32922,0.012176,-2.733311,0.046265,3.446572,0.042633,7.5,0.17,1.18,0.021,"            ","            ",15,0,117.63190202,-29.94160632
"OC-0429",115.186422,0.067038,-31.687736,0.045551,246.437102,0.0408,-4.464715,0.060624,0.07307468,0.182065,0.011612,-2.258797,0.086202,3.187546,0.087608,7,0.16,2.26,0.021,"            ","            ",45,0,115.1864338,-31.68775017
"OC-0430",115.193786,0.047199,-31.693578,0.034853,246.445275,0.038942,-4.462115,0.036336,0.05326147,0.322283,0.014332,-2.252409,0.094836,3.200683,0.130692,8,0.18,2.62,0.028,"            ","            ",78,0,115.19379777,-31.69359223
"OC-0431",117.981541,0.051937,-30.610049,0.043187,246.700901,0.036569,-1.85441,0.050276,0.06216887,0.101947,0.003835,-1.413229,0.068084,1.825761,0.078291,8.9,0.2,1.08,0.028,78.78005,"            ",15,1,117.9815483,-30.61005711
"OC-0432",116.661212,0.071137,-31.307647,0.047551,246.729978,0.041833,-3.183959,0.064892,0.07720733,0.655022,0.020851,-4.106105,0.222795,4.603139,0.303964,7.5,0.17,0.24,0.022,"            ","            ",22,0,116.66123336,-31.30766746
"OC-0433",121.769293,0.045772,-29.890967,0.029266,247.807255,0.029041,1.307542,0.039856,0.0493141,0.603999,0.025816,-3.554223,0.208601,3.606485,0.110923,7.5,0.17,0.82,0.028,"            ","            ",22,0,121.76931122,-29.89098303
"OC-0434",116.384408,0.043659,-32.839889,0.040856,247.943244,0.033148,-4.151837,0.04384,0.05496122,0.275117,0.0122,-2.159622,0.088826,3.336852,0.09356,6.8,0.16,2.86,0.028,52.952377,"            ",72,1,116.38441942,-32.83990383
"OC-0435",116.371452,0.031765,-32.85028,0.029134,247.946851,0.023128,-4.166448,0.032073,0.03954215,0.318888,0.010802,-2.16317,0.114403,3.284733,0.124682,7.5,0.17,1.94,0.02,"            ","            ",27,0,116.37146344,-32.8502946
"OC-0436",119.479555,0.036525,-31.515015,0.035058,248.138992,0.036181,-1.222857,0.029837,0.04689682,0.320285,0.013302,-2.362635,0.121765,2.673753,0.108291,6.4,0.15,2.8,0.017,"            ","            ",25,0,119.47956732,-31.51502688
"OC-0437",116.736938,0.045595,-32.920485,0.05671,248.16126,0.061162,-3.93541,0.030954,0.06854882,0.318393,0.016259,-2.081752,0.206278,3.473517,0.364216,7.9,0.18,1.14,0.028,45.618988,"            ",19,1,116.73694902,-32.92050044
"OC-0438",120.698347,0.069275,-32.056806,0.029054,249.145218,0.049254,-0.627386,0.043193,0.06551024,0.263408,0.00301,-2.474597,0.062027,2.875992,0.068692,8,0.18,1.82,0.028,"            ","            ",27,0,120.69835998,-32.05681878
"OC-0439",120.823939,0.036595,-32.124003,0.039241,249.258704,0.037623,-0.572981,0.03294,0.05000534,0.312929,0.006722,-2.561386,0.123505,2.916318,0.198313,6.9,0.16,1,0.016,"            ","            ",15,0,120.82395244,-32.12401596
"OC-0440",117.063398,0.064468,-36.152422,0.040208,251.104907,0.049675,-5.317254,0.043362,0.06593837,0.069945,0.014277,-1.1318,0.058528,2.186234,0.095315,6,0.14,1.94,0.017,"            ","            ",33,0,117.06340423,-36.15243172
"OC-0441",120.760102,0.035904,-35.094199,0.052701,251.747093,0.053124,-2.196815,0.028685,0.06037374,0.517123,0.008044,-1.190272,0.064256,1.336839,0.075356,8.7,0.2,0.9,0.028,10.281975,26.733212,18,2,120.76010847,-35.09420494
"OC-0442",126.049877,0.041638,-32.585272,0.036636,252.084257,0.032263,2.850371,0.039179,0.05075328,0.589436,0.031196,-4.30306,0.133451,3.262498,0.188823,8,0.18,1.82,0.022,"            ","            ",26,0,126.0498997,-32.5852865
"OC-0443",118.349248,0.121948,-38.99589,0.063606,254.089321,0.076413,-5.866316,0.085123,0.11438912,0.692233,0.025983,-2.377102,0.124887,0.889102,0.13652,9,0.21,3.68,0.027,6.225632,"            ",35,1,118.34926159,-38.99589395
"OC-0444",120.12798,0.039608,-38.310682,0.023753,254.217603,0.017643,-4.322715,0.034941,0.03914267,0.1533,0.007282,-2.170989,0.047681,3.616003,0.056985,8.7,0.2,3.66,0.016,"            ","            ",15,0,120.1279923,-38.31069807
"OC-0445",130.86943,0.054492,-32.656149,0.035092,254.557213,0.037693,6.075786,0.043947,0.05789733,0.324953,0.010622,-2.490388,0.080135,2.249764,0.108825,8,0.18,0.12,0.023,"            ","            ",23,0,130.86944315,-32.656159
"OC-0446",121.182092,0.053808,-39.193907,0.03735,255.404713,0.037521,-4.089951,0.041634,0.05604655,1.132442,0.072843,-4.49135,0.443724,3.895467,0.429949,6.8,0.16,3.84,0.028,"            ","            ",27,0,121.18211776,-39.19392431
"OC-0447",120.643872,0.078775,-39.63387,0.071412,255.558599,0.075171,-4.675568,0.056271,0.09389944,0.943123,0.022244,-2.545374,0.167035,5.731563,0.292429,8.5,0.2,1.42,0.028,15.273735,"            ",29,1,120.64388669,-39.63389547
"OC-0448",119.833965,0.058411,-40.178709,0.070356,255.699207,0.062636,-5.489922,0.055266,0.08353203,0.566615,0.015611,-4.187117,0.293668,4.840246,0.160725,7.7,0.18,0.02,0.019,"            ","            ",22,0,119.83398936,-40.17873051
