GLON,GLAT,Diam-a,Diam-b,Name,Class1,Class2,recno,RA_ICRS,DE_ICRS
44.36,3.1,14.0,14.0,"NGC 6738,Collinder 396,OCL 101,MWSC 3035                                                                        ",OC   ,     ,1621,285.32169,11.58031
44.56,2.33,2.0,2.0,Juchert J1904.4+1124                                                                                            ,OC   ,     ,1625,286.11392,11.40681
44.93,15.45,12.0,12.0,"FSR 121,MWSC 2863                                                                                               ",OC   ,     ,1631,274.07301,17.44541
44.98,-21.34,18.0,18.0,MWSC 5748                                                                                                       ,OC   ,     ,1632,307.22343,0.40677
45.57,19.05,13.0,13.0,MWSC 5368                                                                                                       ,OC   ,     ,1644,270.85137,19.44416
45.69,-0.13,6.5,6.5,"Berkeley 43,OCL 102,FSR 122,MWSC 3075                                                                           ",OC   ,     ,1646,288.87152,11.27425
45.95,1.05,12.0,12.0,"FSR 123,MWSC 3067                                                                                               ",OC   ,     ,1653,287.92731,12.05202
46.19,19.36,19.0,19.0,MWSC 5367                                                                                                       ,OC   ,     ,1657,270.78907,20.10406
46.48,2.65,5.0,5.0,"FSR 124,SAI 127,MWSC 3066                                                                                       ",OC   ,     ,1660,286.72139,13.25875
46.77,-4.66,2.0,2.0,"Teutsch 150,DSH J1933.8+1005                                                                                    ",OC   ,     ,1662,293.4534,10.08549
46.82,-9.27,12.0,10.0,"NGC 6828,MWSC 3190                                                                                              ",OC   ,     ,1663,297.56141,7.89612
46.84,1.61,4.5,3.5,"Berkeley 82,OCL 103,MWSC 3065                                                                                   ",OC   ,     ,1664,287.83978,13.09986
47.73,-1.0,4.0,4.0,"Juchert 1,DSH J1922.5+1240,MWSC 3095                                                                            ",OC   ,     ,1676,290.63387,12.66923
48.28,19.34,7.5,7.5,"FSR 125,MWSC 2806                                                                                               ",OC   ,     ,1686,271.6176,21.9181
48.55,-0.18,7.0,7.0,"FSR 126,MWSC 3091                                                                                               ",OC   ,     ,1689,290.28731,13.77869
48.69,21.42,25.0,25.0,MWSC 4383                                                                                                       ,OC   ,     ,1691,269.68354,23.0498
48.71,2.17,1.6,1.6,"Teutsch 149,DSH J1912.8+1500                                                                                    ",OC   ,     ,1692,288.21806,15.01611
48.87,-0.95,8.0,8.0,"King 25,OCL 106,FSR 127,MWSC 3113                                                                               ",OC   ,     ,1695,291.14163,13.69749
49.1,-1.25,3.0,3.0,"Teutsch 26,DSH J1926.0+1345                                                                                     ",OC   ,     ,1704,291.52577,13.7577
49.17,-0.98,2.5,2.5,"Kronberger 13,DSH J1925.2+1356,MWSC 3116                                                                        ",OC   ,     ,1706,291.31519,13.94743
49.24,-19.64,6.0,6.0,"FSR 128,MWSC 3356                                                                                               ",OC   ,     ,1709,307.76653,4.70992
49.35,-17.49,22.0,22.0,MWSC 4561                                                                                                       ,OC   ,     ,1714,305.9685,5.90501
49.4,-1.32,6.0,6.0,"FSR 129,MWSC 3123                                                                                               ",OC   ,     ,1719,291.73606,13.9883
50.03,1.16,4.0,4.0,"Berkeley 45,OCL 107,MWSC 3086                                                                                   ",OC   ,     ,1748,289.78176,15.71434
50.2,0.77,2.5,2.5,"Alessi 57,DSH J1920.8+1540,FSR 130,MWSC 3089                                                                    ",OC   ,     ,1750,290.22236,15.68156
50.34,-7.83,10.0,10.0,"Dias 8,MWSC 3195                                                                                                ",OC   ,     ,1756,298.03472,11.63401
