"name","N_ucc","ucc_plx","ucc_pm_disp","N_h23","h23_plx","h23_pm_disp","h23_r50","CMDCl50","N_cg20","cg20_plx","cg20_pm_disp","cg20_r50","CST","C_lkl","C_dens","N_50","r_50_pc"
"melotte72",559,0.409,0.341,402.0,0.377,0.19,2.51,0.996,177.0,0.369,0.165,2.51,28.13474565,1.0,0.65,559,4.34
"haffner6",674,0.229,0.207,402.0,0.2,0.141,4.9,0.999,154.0,0.202,0.143,4.19,26.3429428,1.0,0.65,674,6.61
"phoc36",43,0.327,0.078,67.0,0.3,0.13,4.34,0.999,"nan","nan","nan","nan",10.19669998,0.65,0.63,43,4.45
"haffner4",61,0.275,0.112,110.0,0.197,0.113,1.93,0.988,57.0,0.227,0.148,1.88,12.52301456,0.89,0.66,61,1.48
"oc0389",47,0.203,0.071,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.92,0.74,47,2.15
"hsc1798",25,0.19,0.199,25.0,0.161,0.059,8.54,0.511,"nan","nan","nan","nan",4.38250167,0.15,0.52,0,4.44
"hsc1799",39,0.504,0.107,21.0,0.478,0.128,3.67,0.999,"nan","nan","nan","nan",5.01264984,0.73,0.49,39,4.5
"cwwdl12558",25,0.279,0.299,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.29,0.3,0,3.54
"fof1987",59,0.242,0.206,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.38,59,5.77
"cwwdl14639",44,1.913,0.203,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.62,0.66,44,3.71
"cwnu2099",25,0.616,0.2,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.27,0,2.55
"cwwdl278",25,0.217,0.291,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.29,0,4.29
"basel11a",171,0.743,0.145,146.0,0.718,0.133,1.93,0.998,92.0,0.717,0.169,1.92,17.35831249,0.99,0.74,171,2.04
"hsc1801",31,0.341,0.069,37.0,0.334,0.088,6.03,0.997,"nan","nan","nan","nan",4.84387495,0.45,0.54,31,6.4
"ngc2374",141,0.799,0.133,177.0,0.766,0.176,5.27,0.996,56.0,0.752,0.167,3.58,19.65175756,1.0,0.67,141,4.77
"cwnu1431",25,0.417,0.095,19.0,0.388,0.088,4.4,0.993,"nan","nan","nan","nan",3.78228625,0.77,0.49,23,3.7
"fsr1219",25,0.248,0.242,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.34,0,2.7
"teutschj072551310",25,0.32,0.246,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.63,0.29,0,2.91
"eso48654",68,0.288,1.778,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.96,0.35,68,6.57
"cwnu2679",25,0.376,0.046,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.61,20,7.5
"fof2424",50,1.913,0.207,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.63,0.71,50,5.05
"cwnu2677",38,0.446,0.065,61.0,0.425,0.11,6.38,0.999,"nan","nan","nan","nan",7.99913135,0.39,0.59,38,6.13
"ubc1367",51,0.23,0.057,80.0,0.2,0.103,2.52,0.92,"nan","nan","nan","nan",7.52888907,0.9,0.73,51,11.0
"cwnu2665",43,0.34,0.083,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.31,0.53,43,5.48
"ocsn77",43,1.906,0.2,236.0,1.854,0.429,6.92,0.99,"nan","nan","nan","nan",20.7552012,0.51,0.72,43,4.32
"cwwdl8713",25,0.322,0.278,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.28,0,2.35
"ubc630",46,0.504,0.065,53.0,0.465,0.124,4.92,0.997,15.0,0.42,0.067,3.86,6.88070129,0.96,0.66,46,6.87
"fsr1220",34,0.257,0.164,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.4,34,7.47
"platais5",66,0.172,0.469,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.86,0.4,66,11.67
"hxhwl5",32,1.206,0.121,42.0,1.168,0.178,4.03,0.994,"nan","nan","nan","nan",6.6668372,0.78,0.46,32,4.8
"fsr1221",39,0.282,0.275,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.36,39,7.01
"hsc1806",48,0.614,0.412,16.0,0.59,0.244,7.81,0.344,"nan","nan","nan","nan",3.86673294,0.76,0.22,48,8.48
"hsc1807",25,1.314,0.81,54.0,1.388,0.495,13.12,0.987,"nan","nan","nan","nan",5.46333142,0.43,0.24,0,2.06
"cwnu1157",43,0.796,0.065,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.74,0.66,43,5.26
"alessi72",42,0.793,0.065,80.0,0.755,0.134,7.35,1.0,"nan","nan","nan","nan",12.82706089,0.76,0.6,42,5.69
"ruprecht24",36,0.517,0.059,76.0,0.484,0.116,4.75,0.998,7.0,0.473,0.058,1.84,10.28958803,0.96,0.7,36,2.42
"h21oc5",31,1.206,0.121,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.69,0.48,31,4.44
"upk456",78,1.948,0.495,13.0,2.002,0.229,4.91,0.953,"nan","nan","nan","nan",5.97983006,0.74,0.58,78,7.97
"cwnu281",69,0.76,0.206,17.0,0.731,0.122,1.22,0.998,"nan","nan","nan","nan",5.26603159,1.0,0.39,69,3.1
"melotte71",1551,0.466,0.302,1343.0,0.437,0.219,2.91,0.999,533.0,0.434,0.18,3.02,99.0,1.0,0.77,1551,4.49
"fof1402",25,0.253,0.094,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.59,0.44,22,7.7
"fsr1223",25,0.199,0.219,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.64,0.43,0,4.39
"hsc1808",32,0.782,0.064,21.0,0.764,0.08,1.2,0.994,"nan","nan","nan","nan",7.50433337,0.78,0.53,32,6.21
"cwnu2839",25,0.323,0.197,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.36,0,2.52
"hsc1809",25,0.315,0.082,13.0,0.286,0.074,3.6,1.0,"nan","nan","nan","nan",3.06753726,0.73,0.47,21,5.26
"cwwl1428",40,0.311,0.083,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.46,40,13.56
"cwnu2596",36,0.476,0.092,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.7,0.46,36,7.7
"cwnu371",38,0.406,0.079,29.0,0.378,0.079,2.05,0.994,"nan","nan","nan","nan",4.68213106,0.79,0.58,38,5.3
"cwnu2329",26,0.257,0.082,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.53,26,7.36
"hsc1810",37,0.408,0.135,13.0,0.379,0.091,3.35,0.967,"nan","nan","nan","nan",3.28462386,0.47,0.45,37,7.2
"ngc2413",25,0.176,0.138,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.39,12,7.93
"cwnu2115",36,0.395,0.089,36.0,0.386,0.106,3.64,0.999,"nan","nan","nan","nan",5.80357233,0.63,0.6,36,3.61
"ocsn78",29,2.742,0.198,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.57,0.59,29,5.06
"cwnu2525",64,0.348,0.131,25.0,0.327,0.112,2.27,0.986,"nan","nan","nan","nan",7.69033572,0.32,0.52,64,6.52
"lisciii2983",54,0.452,0.203,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.15,0.39,54,7.08
"cwnu274",30,0.848,0.118,17.0,0.817,0.106,2.28,1.0,"nan","nan","nan","nan",6.1399302,0.58,0.5,30,4.84
"cwnu2691",31,0.341,0.086,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.32,0.45,31,5.46
"cwnu1729",27,0.522,0.103,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.36,0.49,27,3.62
"ubc1368",69,0.404,0.082,69.0,0.37,0.111,5.5,0.979,"nan","nan","nan","nan",11.09192611,1.0,0.86,69,7.34
"hsc1812",29,0.259,0.11,34.0,0.237,0.196,5.36,0.938,"nan","nan","nan","nan",3.75031889,0.5,0.55,29,4.83
"lisciii3345",25,0.827,0.419,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.11,0.22,0,2.36
"ocsn79",148,2.39,0.666,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.77,0.71,148,11.81
"oc0390",25,0.55,0.162,40.0,0.532,0.157,1.48,0.994,"nan","nan","nan","nan",4.55559773,0.65,0.4,0,1.85
"ngc2401",173,0.232,0.102,84.0,0.2,0.066,1.82,1.0,84.0,0.204,0.163,1.29,13.59800694,1.0,0.8,173,4.14
"cwnu1046",166,2.993,0.643,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.77,166,8.61
"cwnu1277",25,0.308,0.063,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.35,0.55,25,7.65
"cwnu1341",36,0.304,0.073,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.72,0.56,36,9.57
"ngc2360",877,0.935,0.272,1188.0,0.916,0.299,2.8,0.999,680.0,0.899,0.261,2.98,99.0,1.0,0.87,877,3.36
"fof1401",70,0.236,0.137,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.8,0.54,70,6.9
"lisciii1196",64,0.282,0.35,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.46,0.38,64,9.8
"oc0391",208,0.955,0.155,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.78,208,1.8
"hsc1814",38,0.231,0.074,33.0,0.197,0.103,10.41,0.911,"nan","nan","nan","nan",3.87817189,0.52,0.55,38,10.96
"fsr1227",25,0.187,0.329,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.24,0,5.13
"fsr1226",25,0.29,0.307,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.54,0.33,0,2.61
"cwnu1112",41,0.917,0.148,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.86,0.38,41,6.57
"bica349",25,0.321,0.284,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.35,0.3,0,2.9
"fsr1228",25,0.171,0.322,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.28,0,5.78
"cwnu2761",58,0.374,0.112,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.84,0.62,58,3.11
"cwwdl8710",29,0.376,0.089,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.71,0.66,29,1.16
"ascc40",46,0.252,0.163,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.41,46,6.93
"haffner23",144,0.473,0.086,193.0,0.438,0.115,3.8,1.0,49.0,0.456,0.084,4.56,17.62692477,1.0,0.73,144,5.1
"ubc631",25,0.218,0.027,"nan","nan","nan","nan","nan",9.0,0.195,0.076,8.06,"nan",0.65,0.49,25,18.41
"ruprecht5",25,0.171,0.262,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.42,0,5.1
"cwwdl10928",25,0.275,0.064,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.38,0.47,14,7.83
"cwwdl14462",25,1.024,0.305,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.73,0.44,0,1.73
"ubc449",65,0.297,0.055,53.0,0.256,0.096,2.35,0.994,21.0,0.294,0.105,2.14,10.42429782,0.91,0.89,65,12.34
"cwwdl3097",75,0.271,0.102,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.56,0.73,75,5.69
"cwnu1087",25,1.024,0.091,37.0,0.986,0.216,2.76,0.999,"nan","nan","nan","nan",5.59103716,0.76,0.59,24,2.44
"hsc1815",25,1.398,0.596,14.0,1.457,0.365,3.95,0.032,"nan","nan","nan","nan",4.85924784,0.7,0.24,0,1.54
"cwnu1540",42,0.341,0.073,99.0,0.311,0.099,13.22,1.0,"nan","nan","nan","nan",15.27752687,0.97,0.61,42,7.59
"waterloo7",60,0.299,0.086,79.0,0.269,0.119,3.16,0.997,35.0,0.276,0.12,1.55,9.84846559,0.94,0.8,60,2.92
"bica351",25,0.316,0.289,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.3,0.33,0,2.39
"cwnu2754",31,0.393,0.05,31.0,0.364,0.088,3.57,0.998,"nan","nan","nan","nan",5.04059904,0.9,0.56,31,8.73
"hsc1816",25,0.327,0.277,20.0,0.311,0.121,5.8,0.992,"nan","nan","nan","nan",3.06113992,0.06,0.29,0,3.02
"ubc632",30,0.274,0.068,24.0,0.263,0.112,3.41,1.0,19.0,0.264,0.189,5.16,6.98740812,0.69,0.86,30,17.2
"cwnu1206",48,4.488,0.881,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.97,0.55,48,7.07
"cwnu2756",34,0.28,0.068,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.44,34,16.21
"hsc1817",38,0.29,0.083,52.0,0.26,0.112,3.8,0.227,"nan","nan","nan","nan",3.53841199,0.17,0.52,38,6.82
"upk457",45,1.049,0.163,58.0,1.018,0.194,3.7,0.216,20.0,1.02,0.165,4.67,9.16620867,0.99,0.55,45,4.27
"ngc2423",518,1.088,0.232,571.0,1.056,0.257,3.67,0.997,406.0,1.046,0.223,4.48,32.76939051,1.0,0.85,518,4.25
"ubc1369",25,0.258,0.056,50.0,0.241,0.101,3.4,0.976,"nan","nan","nan","nan",8.25643035,0.78,1.0,25,2.71
"ngc2506",3175,0.314,0.398,2465.0,0.282,0.212,3.64,0.999,1468.0,0.293,0.208,5.26,99.0,1.0,0.95,3175,6.11
"hsc1818",40,0.325,0.091,27.0,0.286,0.085,3.97,0.997,"nan","nan","nan","nan",5.69223897,0.09,0.65,40,4.92
"hsc1820",194,0.211,0.205,20.0,0.166,0.079,6.93,0.991,"nan","nan","nan","nan",3.52303545,0.67,0.51,194,9.93
"hsc1822",49,0.221,0.133,23.0,0.188,0.121,6.56,0.636,"nan","nan","nan","nan",5.21960045,0.96,0.48,49,9.08
"teutschj071801642",119,0.304,0.167,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.19,0.57,119,4.88
"hsc1823",25,0.864,0.114,23.0,0.835,0.127,3.07,0.996,"nan","nan","nan","nan",5.99221029,0.44,0.56,25,5.35
"hsc1824",49,0.223,0.165,39.0,0.195,0.146,6.82,0.315,"nan","nan","nan","nan",7.19381811,0.44,0.48,49,5.22
"cwnu2027",122,0.302,0.169,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.08,0.56,122,5.39
"czernik29",25,0.251,0.131,62.0,0.246,0.105,1.33,1.0,147.0,0.236,0.299,4.38,9.0940089,0.96,0.84,25,1.39
"haffner10",470,0.291,0.149,395.0,0.257,0.139,3.35,0.579,163.0,0.264,0.216,1.95,28.3149975,1.0,0.79,470,3.1
"hsc1825",39,0.138,0.049,86.0,0.095,0.12,15.62,0.987,"nan","nan","nan","nan",3.63179207,0.99,0.65,39,17.71
"hsc1826",73,0.358,0.153,59.0,0.319,0.203,10.96,0.996,"nan","nan","nan","nan",5.9426725,0.91,0.46,73,12.27
"ngc2422",1280,2.125,0.53,1129.0,2.095,0.47,2.07,0.998,416.0,2.069,0.377,2.18,99.0,1.0,0.98,1280,3.07
"hsc1827",54,2.572,0.282,20.0,2.524,0.225,3.22,0.949,"nan","nan","nan","nan",3.51087238,0.87,0.72,54,5.71
"ngc2287",1273,1.382,0.498,948.0,1.359,0.303,3.32,0.999,625.0,1.362,0.304,4.26,99.0,1.0,1.0,1273,4.78
"ivanov7",25,0.22,0.045,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.6,16,14.28
"ngc2358",148,1.099,0.162,169.0,1.068,0.198,3.88,0.977,83.0,1.067,0.131,3.45,18.66059674,1.0,0.72,148,3.97
"oc0392",224,0.333,0.232,27.0,0.318,0.077,1.83,0.992,"nan","nan","nan","nan",3.7761886,0.07,0.5,224,7.51
"hsc1828",295,0.58,0.385,25.0,0.701,0.191,2.09,0.433,"nan","nan","nan","nan",5.16812048,0.87,0.35,295,6.92
"fsr1234",25,0.218,0.082,19.0,0.183,0.077,2.99,0.995,"nan","nan","nan","nan",3.82285418,0.61,0.64,18,2.4
"ubc633",25,0.199,0.042,"nan","nan","nan","nan","nan",16.0,0.173,0.099,9.69,"nan",0.08,0.53,16,17.54
"ubc1370",103,0.362,0.112,150.0,0.344,0.168,8.29,0.747,"nan","nan","nan","nan",15.5020147,0.81,0.81,103,6.91
"cwnu1859",39,0.325,0.067,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.96,0.52,39,11.9
"hsc1830",25,0.709,0.705,21.0,0.729,0.183,2.5,1.0,"nan","nan","nan","nan",3.79246838,0.52,0.17,0,2.34
"bica361",68,0.211,0.196,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.45,68,8.41
"alessi17",76,0.253,0.066,49.0,0.214,0.083,2.2,0.999,15.0,0.279,0.133,1.45,8.93803773,0.97,0.77,76,9.66
"fsr1235",52,0.181,0.208,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.42,52,17.68
"waterloo8",51,0.257,0.11,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.36,0.52,51,10.19
"ngc2414",326,0.21,0.117,186.0,0.181,0.081,3.63,1.0,117.0,0.158,0.128,4.63,19.65406707,1.0,0.84,326,5.4
"dbsb3",274,0.298,0.28,71.0,0.259,0.165,3.34,0.813,43.0,0.278,0.303,2.05,12.38871403,0.86,0.45,274,9.57
"cwnu1539",30,0.453,0.103,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.46,30,5.84
"cwnu1487",44,0.67,0.125,42.0,0.636,0.14,2.42,0.995,"nan","nan","nan","nan",6.01616686,0.51,0.48,44,4.82
"ngc2425",675,0.324,0.248,547.0,0.294,0.182,2.72,0.979,244.0,0.253,0.222,3.12,33.49228128,1.0,0.71,675,3.95
"hsc1831",43,0.376,0.156,26.0,0.352,0.133,7.49,0.756,"nan","nan","nan","nan",5.46555586,0.49,0.57,43,5.72
"hsc1832",39,0.341,0.118,26.0,0.302,0.145,2.33,0.368,"nan","nan","nan","nan",3.12122042,0.31,0.58,39,6.14
"hsc1833",76,0.956,0.254,25.0,1.036,0.202,5.73,0.932,"nan","nan","nan","nan",4.14954374,0.92,0.36,76,10.44
"teutsch49",426,0.35,0.3,93.0,0.289,0.149,1.69,0.074,59.0,0.303,0.235,3.84,12.43619037,1.0,0.56,426,5.4
"alessiteutsch4",43,2.278,0.396,37.0,2.241,0.534,5.1,0.99,19.0,2.23,0.341,3.64,8.24274778,0.88,0.75,43,6.96
"hsc1834",37,0.318,0.118,22.0,0.288,0.114,6.26,0.936,"nan","nan","nan","nan",3.8966284,0.14,0.49,37,8.6
"hsc1835",107,0.14,0.128,35.0,0.094,0.098,5.14,0.688,"nan","nan","nan","nan",6.36690261,1.0,0.57,107,12.26
"oc0393",93,1.072,0.158,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.66,93,5.64
"cwwdl4722",107,0.338,0.11,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.83,0.68,107,4.99
"ubc220",50,0.336,0.049,78.0,0.306,0.122,3.9,0.999,34.0,0.33,0.108,2.75,11.53202006,0.18,1.0,50,6.67
"upk467",148,1.731,0.295,179.0,1.677,0.434,6.16,0.999,106.0,1.692,0.349,6.24,18.2274361,1.0,0.91,148,5.93
"cwnu110",42,0.764,0.163,40.0,0.719,0.193,3.64,0.982,"nan","nan","nan","nan",5.39816883,0.87,0.39,42,3.69
"haffner9",416,0.34,0.218,254.0,0.31,0.152,2.34,0.998,126.0,0.332,0.186,1.81,24.46803887,0.62,0.66,416,3.85
"hsc1836",39,0.386,0.108,45.0,0.371,0.154,2.46,0.484,"nan","nan","nan","nan",3.4005521,0.58,0.56,39,7.69
"cwnu2527",29,0.4,0.067,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.86,0.53,29,8.07
"ngc2437",1930,0.629,0.216,2577.0,0.593,0.226,4.75,1.0,1733.0,0.607,0.221,6.11,99.0,1.0,0.9,1930,4.76
"ubc1371",180,0.373,0.131,149.0,0.346,0.295,4.05,0.914,"nan","nan","nan","nan",12.21143983,0.6,0.78,180,9.44
"cwnu341",120,0.374,0.153,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.63,0.64,120,3.42
